,times_rv_observed,rv_observed,rv_err_observed,times_rv_orbit,rv_orbit,rv_orbit_sum,times_astrometry_observed,ra_observed,dec_observed,ra_err_observed,dec_err_observed,times_astrometry_orbit,ra_orbit,ra_orbit_sum,dec_orbit,dec_orbit_sum
0,3300,1.0819739096373262,0.3,3300.0,[0.02304276 1.23062124],1.2536640093374123,0,0.0002775543406373089,7.018836485925143e-05,0.00011772871037607629,0.00016403328796894332,0.0,[-4.80201908e-08  1.69807171e-04],0.0001697591509945358,[2.43115111e-07 3.56814212e-05],3.5924536277895826e-05
1,3301,0.8071596728422736,0.3,3300.3599359935993,[0.02240647 1.2301542 ],1.2525606769430175,26,-0.00021058243637293744,0.00011276230018276439,0.00017286855532347865,4.529524617665182e-05,0.35883588358835883,[-4.70955982e-08  1.69845899e-04],0.00016979880316116448,[2.43808008e-07 3.56472993e-05],3.589110726546269e-05
2,3302,1.2372367425587127,0.3,3300.7198719871985,[0.02176867 1.22968712],1.2514557888488276,52,0.0002130276212736636,5.8914100173644165e-05,9.27672552286448e-05,0.0001719856302651553,0.7176717671767177,[-4.61682921e-08  1.69884618e-04],0.00016983844945931922,[2.44486857e-07 3.56131755e-05],3.585766240450763e-05
3,3303,1.2494513007839052,0.3,3301.0798079807983,[0.02112938 1.22922   ],1.2503493860125183,78,0.00020441129965622084,-7.223536704947338e-05,0.00014504387701445303,0.00014515270007505767,1.0765076507650764,[-4.52383252e-08  1.69923328e-04],0.00016987808983428074,[2.45151616e-07 3.55790500e-05],3.582420165313132e-05
4,3304,0.6820785409767252,0.3,3301.4397439743975,[0.02048867 1.22875284],1.2492415095258471,104,0.00020308545245131606,0.0001579278728475113,0.00017423624506381923,6.033384081349983e-05,1.4353435343534353,[-4.43057501e-08  1.69962030e-04],0.00016991772423114693,[2.45802241e-07 3.55449227e-05],3.5790724970197984e-05
5,3305,0.7033863549722911,0.3,3301.799679967997,[0.01984656 1.22828564],1.2481322006114504,130,-3.248888687151056e-05,-8.235054148257146e-05,0.0001283529328006485,0.00015833715923520023,1.7941794179417943,[-4.33706198e-08  1.70000723e-04],0.00016995735259483653,[2.46438690e-07 3.55107936e-05],3.5757232315337937e-05
6,3306,1.0256885236037432,0.3,3302.159615961596,[0.0192031 1.2278184],1.2470215006196446,156,0.0003829126929072271,4.395174337069972e-05,0.0001722918896503787,9.114033293337016e-05,2.1530153015301527,[-4.24329875e-08  1.70039408e-04],0.00016999697487009058,[2.47060922e-07 3.54766627e-05],3.572372364895155e-05
7,3307,1.0423005269477204,0.3,3302.5195519551953,[0.01855833 1.22735112],1.2459094510252038,182,0.00028399176689085007,0.00013056933789458664,0.00010113644337332963,0.0001700342413184459,2.5118511851185117,[-4.14929064e-08  1.70078084e-04],0.00017003659100147544,[2.47668896e-07 3.54425300e-05],3.569019893221183e-05
8,3308,1.636008061016006,0.3,3302.879487948795,[0.01791229 1.2268838 ],1.2447960934241007,208,8.613295969363054e-05,5.455919902825437e-05,0.00010569578331989157,0.00016868749038895275,2.8706870687068706,[-4.05504301e-08  1.70116751e-04],0.00017007620093338586,[2.48262574e-07 3.54083956e-05],3.565665812706829e-05
9,3309,1.1862575288249007,0.3,3303.2394239423943,[0.01726503 1.22641644],1.2436814695302452,234,0.000108516332492644,-3.4735187368351796e-05,0.00015247374296807777,0.00013676462425885885,3.2295229522952296,[-3.96056121e-08  1.70155410e-04],0.0001701158046100468,[2.48841914e-07 3.53742593e-05],3.5623101196249555e-05
10,3310,0.697084894389198,0.3,3303.5993599359936,[0.01661658 1.22594904],1.2425656211721978,260,-0.0001622918400039742,-5.5231753435631444e-05,0.00017042542735614308,9.96623184757742e-05,3.5883588358835885,[-3.86585062e-08  1.70194060e-04],0.00017015540197551688,[2.49406881e-07 3.53401212e-05],3.5589528103266535e-05
11,3311,1.4413510494302788,0.3,3303.959295929593,[0.01596699 1.2254816 ],1.2414485902898573,286,0.00026245314950027414,-6.365549959095414e-05,0.00010624658366837024,0.00016851030185746293,3.947194719471947,[-3.77091665e-08  1.70232702e-04],0.00017019499297369026,[2.49957435e-07 3.53059814e-05],3.5555938812416215e-05
12,3312,1.392050238049071,0.3,3304.319231923192,[0.0153163  1.22501412],1.2403304189311433,312,0.0003616171852029675,-0.0004035713408572824,0.0001400745655480942,0.0001497582950967346,4.3060306030603055,[-3.67576471e-08  1.70271335e-04],0.0001702345775482998,[2.50493541e-07 3.52718397e-05],3.5522333288783605e-05
13,3313,0.9858605377059217,0.3,3304.679167916792,[0.01466454 1.2245466 ],1.2392111492486495,338,0.00012723286033732261,-0.00027997305537642397,0.00011077113692258663,0.00016693008448285832,4.664866486648664,[-3.58040022e-08  1.70309960e-04],0.00017027415564292012,[2.51015163e-07 3.52376963e-05],3.548871149824557e-05
14,3314,0.7761122480194356,0.3,3305.039103910391,[0.01401178 1.22407905],1.2380908234962882,364,0.00014198394722926978,-0.0003886031690279755,0.00011201186522185332,0.00016645644824332483,5.023702370237023,[-3.48482864e-08  1.70348575e-04],0.00017031372720096964,[2.51522265e-07 3.52035511e-05],3.545507340747369e-05
15,3315,0.4344073473690645,0.3,3305.3990399039903,[0.01335804 1.22361145],1.236969484025912,390,0.00043246806232165747,-0.00011448052660623429,0.00016053625719584738,0.00012461397933818103,5.382538253825382,[-3.38905541e-08  1.70387183e-04],0.00017035329216571354,[2.52014814e-07 3.51694042e-05],3.542141898393688e-05
16,3316,1.4466889527305253,0.3,3305.7589758975896,[0.01270336 1.22314381],1.2358471732839122,416,0.00016392530468911995,4.124400789325313e-05,0.00017437755435068471,6.544080874485244e-05,5.741374137413741,[-3.29308603e-08  1.70425781e-04],0.00017039285048026667,[2.52492776e-07 3.51352554e-05],3.5387748195904766e-05
17,3317,1.0015387702153697,0.3,3306.1189118911893,[0.0120478  1.22267613],1.234723933807819,442,-0.0001960748499457869,-0.0001339416957269034,0.00016416061018735716,0.00011745088306649044,6.1002100210021,[-3.19692597e-08  1.70464371e-04],0.00017043240208759587,[2.52956118e-07 3.51011049e-05],3.535406101245065e-05
18,3318,1.730984570509884,0.3,3306.4788478847886,[0.01139139 1.22220842],1.233599808222876,468,0.00024364418045067375,1.1494155185352259e-06,0.0001092934647291298,0.00016747112686947026,6.459045904590459,[-3.10058074e-08  1.70502953e-04],0.00017047194693052347,[2.53404809e-07 3.50669526e-05],3.532035740345376e-05
