pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
HD 161178 b,HD 161178,1,1,0,279.30000000,1.00000000,-0.80000000,0,14.100,,,0,181.16219,6.35657,-50.85255,0,10.95,0.42,-0.54,0,1.06,0.25,-0.17,0
HD 16141 b,HD 16141,2,1,0,75.52300000,0.05500000,-0.05500000,0,10.900,,,0,82.63580,6.35660,-6.35660,0,1.48,0.02,-0.02,0,1.11,0.06,-0.06,0
HD 16175 b,HD 16175,1,1,0,990.00000000,20.00000000,-20.00000000,0,12.800,,,0,1620.93300,257.44230,-257.44230,0,1.72,0.03,-0.03,0,1.63,0.14,-0.14,0
HD 162020 b,HD 162020,1,1,0,8.42820000,0.00005600,-0.00005600,0,12.500,,,0,3127.44720,874.03250,-874.03250,0,0.75,0.03,-0.03,0,0.42,0.18,-0.18,0
HD 163607 b,HD 163607,1,2,0,75.22030000,0.00940000,-0.00940000,0,13.900,,,0,249.05159,3.11473,-3.11473,0,1.76,,,0,1.12,,,0
HD 163607 c,HD 163607,1,2,0,1272.00000000,4.40000000,-4.40000000,0,13.300,,,0,699.54383,11.75971,-11.75971,0,1.76,,,0,1.12,,,0
HD 16417 b,HD 16417,2,1,0,17.24000000,0.01000000,-0.01000000,0,5.000,,,0,22.10000,2.00000,-2.00000,0,1.64,0.04,-0.02,0,1.20,,,0
HD 164509 b,HD 164509,2,1,0,280.17000000,0.82000000,-0.82000000,0,14.300,,,0,140.79869,26.37989,-26.37989,0,1.11,0.06,-0.06,0,1.12,0.19,-0.19,0
HD 164595 b,HD 164595,2,1,0,40.00000000,0.24000000,-0.24000000,0,4.160,,,0,16.14000,2.72000,-2.72000,0,1.02,0.02,-0.02,0,0.99,0.03,-0.03,0
HD 164604 b,HD 164604,1,1,0,641.47200000,10.12900000,-10.12900000,0,13.400,,,0,635.00000,82.30000,-82.30000,0,0.77,0.01,-0.04,0,0.77,0.04,-0.04,0
HD 164922 b,HD 164922,1,4,0,1207.00000000,4.00000000,-5.00000000,0,13.300,,,0,116.00000,10.00000,-12.00000,0,0.95,0.01,-0.02,0,0.93,0.03,-0.04,0
HD 164922 c,HD 164922,1,4,0,75.74000000,0.06000000,-0.05000000,0,3.660,,,0,13.00000,3.00000,-2.00000,0,0.95,0.01,-0.02,0,0.93,0.03,-0.04,0
HD 164922 d,HD 164922,1,4,0,12.45800000,0.00300000,-0.00300000,0,1.830,,,0,4.00000,1.00000,-1.00000,0,0.95,0.01,-0.02,0,0.93,0.03,-0.04,0
HD 164922 e,HD 164922,1,4,0,41.76300000,0.01200000,-0.01200000,0,3.230,,,0,10.52012,0.98527,-0.98527,0,1.00,0.02,-0.02,0,0.92,0.03,-0.03,0
HD 165155 b,HD 165155,1,1,0,434.50000000,2.10000000,-2.10000000,0,13.200,,,0,918.52870,73.10090,-73.10090,0,0.95,0.11,-0.11,0,1.02,0.05,-0.05,0
HD 1666 b,HD 1666,1,1,0,270.00000000,0.80000000,-0.90000000,0,12.700,,,0,2040.00000,99.00000,-70.00000,0,1.93,0.49,-0.49,0,1.50,0.07,-0.07,0
HD 166724 b,HD 166724,1,1,0,5144.00000000,705.00000000,-467.00000000,0,13.100,,,0,1121.89000,34.96000,-34.96000,0,0.80,0.01,-0.02,0,0.81,0.02,-0.02,0
HD 167042 b,HD 167042,1,1,0,420.77000000,3.48000000,-3.11000000,0,13.500,,,0,540.29000,28.60000,-38.14000,0,4.30,0.07,-0.07,0,1.72,0.12,-0.12,0
HD 168009 b,HD 168009,1,1,0,15.14790000,0.00350000,-0.00370000,0,3.050,,,0,9.53485,1.20775,-1.17597,0,1.21,0.03,-0.03,0,0.99,0.04,-0.04,0
HD 168443 b,HD 168443,1,2,0,58.11187301,0.00023679,-0.00017663,0,12.600,,,0,2422.83767,194.03339,-199.65335,0,1.71,0.04,-0.04,0,0.98,0.12,-0.12,0
HD 168443 c,HD 168443,1,2,0,1753.10959642,0.77149191,-0.72041887,0,12.200,,,0,5733.43678,577.62959,-520.78307,0,1.71,0.04,-0.04,0,0.98,0.12,-0.12,0
HD 168746 b,HD 168746,1,1,0,6.40400000,0.00140000,-0.00140000,0,11.100,,,0,85.81410,6.35660,-6.35660,0,1.09,0.02,-0.02,0,1.07,0.06,-0.06,0
HD 168863 b,HD 168863,1,1,0,14773.93271605,8638.61024425,-2644.05862595,0,12.700,,,0,2146.32971,362.64991,-339.91632,0,0.78,0.06,-0.07,0,0.80,0.10,-0.10,0
HD 1690 b,HD 1690,1,1,0,533.00000000,1.70000000,-1.70000000,0,12.500,,,0,2793.72570,1153.72290,-1153.72290,0,21.66,6.18,-6.18,0,1.86,1.06,-1.06,0
HD 16905 b,HD 16905,1,1,0,6707.49126331,2780.30613563,-544.63200350,0,12.500,,,0,2885.45006,413.01236,-453.52333,0,0.77,0.06,-0.06,0,0.79,0.10,-0.10,0
HD 169830 b,HD 169830,1,2,0,225.67371788,0.05685374,-0.06499932,0,13.200,,,0,803.57766,71.85754,-74.60338,0,1.94,0.05,-0.05,0,1.17,0.16,-0.16,0
HD 169830 c,HD 169830,1,2,0,1818.82339336,5.67578182,-6.41837875,0,12.700,,,0,2259.86363,793.20078,-698.07169,0,1.94,0.05,-0.05,0,1.17,0.16,-0.16,0
HD 170469 b,HD 170469,2,1,0,1145.00000000,18.00000000,-18.00000000,0,14.100,,,0,209.76780,34.96130,-34.96130,0,1.24,0.02,-0.02,0,1.10,0.08,-0.08,0
HD 17092 b,HD 17092,1,1,0,359.89999000,2.40000000,-2.40000000,0,12.500,,,0,3219.61790,727.83070,-727.83070,0,13.58,1.27,-1.27,0,6.73,2.24,-2.24,0
HD 171028 b,HD 171028,1,1,0,550.00000000,3.00000000,-3.00000000,0,13.200,,,0,832.71460,50.85280,-50.85280,0,2.47,0.07,-0.07,0,1.53,0.13,-0.13,0
HD 171238 b,HD 171238,1,1,0,1532.00000000,12.00000000,-12.00000000,0,12.500,,,0,2796.88998,1144.18227,-413.17693,0,1.01,0.07,-0.07,0,0.96,0.17,-0.17,0
HD 17156 b,HD 17156,1,1,0,21.21663000,0.00045000,-0.00045000,0,12.330,0.336,-0.336,0,1115.58330,66.74430,-66.74430,0,1.55,0.04,-0.04,0,1.41,0.12,-0.12,0
HD 173416 b,HD 173416,1,1,0,323.60000000,2.20000000,-2.20000000,0,13.200,,,0,858.10000,95.30000,-95.30000,0,13.50,0.90,-0.90,0,2.00,0.30,-0.30,0
HD 174205 b,HD 174205,1,1,0,582.00000000,17.00000000,-17.00000000,0,13.000,,,0,1334.87931,158.91420,-158.91420,0,26.60,0.60,-0.60,0,1.80,0.10,-0.10,0
HD 175167 b,HD 175167,1,1,0,1276.07604009,0.71735139,-0.67095001,0,12.700,,,0,2161.63039,318.15651,-222.98704,0,1.75,0.04,-0.04,0,1.00,0.13,-0.13,0
HD 175541 b,HD 175541,1,1,0,298.43000000,0.45000000,-0.45000000,0,14.100,,,0,190.06234,9.21707,-9.21707,0,4.19,,,0,1.39,,,0
HD 175607 b,HD 175607,1,1,0,29.01000000,0.02000000,-0.02000000,0,2.940,,,0,8.98000,1.10000,-1.10000,0,0.70,0.01,-0.01,0,0.71,0.01,-0.01,0
HD 17674 b,HD 17674,1,1,0,623.80000000,1.60000000,-1.50000000,0,13.900,,,0,276.51210,22.24810,-19.06980,0,1.18,0.10,-0.10,0,0.98,0.10,-0.10,0
HD 176986 b,HD 176986,1,2,0,6.48980000,0.00086000,-0.00086000,0,2.260,,,0,5.74000,0.66000,-0.66000,0,0.78,0.04,-0.04,0,0.79,0.02,-0.02,0
HD 176986 c,HD 176986,1,2,0,16.81910000,0.00440000,-0.00440000,0,2.980,,,0,9.18000,0.97000,-0.97000,0,0.78,0.04,-0.04,0,0.79,0.02,-0.02,0
HD 177565 b,HD 177565,1,1,0,44.50500000,0.58600000,-0.29300000,0,4.000,,,0,15.10000,6.40000,-6.05000,0,0.97,0.01,-0.02,0,1.00,0.10,-0.10,0
HD 177830 b,HD 177830,2,2,0,410.10001000,2.20000000,-2.20000000,0,13.500,,,0,537.13270,63.56600,-63.56600,0,3.26,0.12,-0.12,0,1.70,0.28,-0.28,0
HD 177830 c,HD 177830,2,2,0,110.90000000,0.10000000,-0.10000000,0,7.870,,,0,47.67250,6.35633,-6.35633,0,2.62,0.06,-0.06,0,1.47,,,0
HD 178911 B b,HD 178911 B,3,1,0,71.48400000,0.02000000,-0.02000000,0,12.600,,,0,2552.17490,797.75330,-797.75330,0,1.08,0.05,-0.05,0,1.24,0.58,-0.58,0
HD 179079 b,HD 179079,1,1,0,14.47900000,0.01000000,-0.01000000,0,5.480,,,0,25.74423,6.35660,-6.35660,0,1.63,0.09,-0.09,0,1.14,0.19,-0.19,0
HD 179949 b,HD 179949,1,1,0,3.09251400,0.00003200,-0.00003200,0,13.900,,,0,291.12000,24.15400,-24.15400,0,1.27,0.03,-0.03,0,1.21,,,0
HD 180053 b,HD 180053,1,1,0,213.72000000,0.47000000,-0.47000000,0,13.300,,,0,697.31902,20.34112,-20.34112,0,4.06,,,0,1.75,,,0
HD 18015 b,HD 18015,1,1,0,2278.00000000,71.00000000,-71.00000000,0,13.100,,,0,1010.69940,73.10090,-73.10090,0,3.13,,,0,1.49,,,0
HD 180314 b,HD 180314,1,1,0,396.03000000,0.62000000,-0.62000000,0,12.100,,,0,6397.91790,527.59780,-527.59780,0,8.13,0.30,-0.30,0,2.20,0.27,-0.27,0
HD 180617 b,HD 180617,2,1,0,105.91100000,0.10900000,-0.10900000,0,3.530,,,0,12.21400,1.05000,-1.05000,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0
HD 180902 b,HD 180902,2,1,0,510.90000000,1.50000000,-1.50000000,0,13.500,,,0,535.54355,13.03103,-13.03103,0,4.16,,,0,1.41,,,0
HD 181234 b,HD 181234,1,1,0,7593.40511644,113.61020175,-121.82598419,0,12.500,,,0,2981.01296,320.93042,-315.74840,0,1.06,0.02,-0.02,0,0.94,0.12,-0.12,0
HD 181342 b,HD 181342,1,1,0,564.10000000,4.10000000,-4.10000000,0,13.200,,,0,807.28820,60.38770,-60.38770,0,4.71,,,0,1.69,,,0
HD 18143 b,HD 18143,1,2,0,10.28510117,0.00213303,-0.00262898,0,3.230,,,0,10.50968,1.89917,-1.93844,0,0.87,0.03,-0.03,0,0.85,0.10,-0.10,0
HD 18143 c,HD 18143,1,2,0,28982.41764205,18264.56730839,-7978.16708521,0,12.500,,,0,3115.44391,685.46960,-532.34641,0,0.87,0.03,-0.03,0,0.85,0.10,-0.10,0
HD 181433 b,HD 181433,1,3,0,9.37430000,0.00190000,-0.00190000,0,2.400,,,0,6.35660,0.00000,0.00000,0,0.79,0.01,-0.01,0,0.63,0.07,-0.07,0
HD 181433 c,HD 181433,1,3,0,962.00000000,15.00000000,-15.00000000,0,14.100,,,0,203.00000,,,0,0.81,0.07,-0.05,0,0.78,,,0
HD 181433 d,HD 181433,1,3,0,2172.00000000,158.00000000,-158.00000000,0,14.200,,,0,171.00000,,,0,0.81,0.07,-0.05,0,0.78,,,0
HD 181720 b,HD 181720,1,1,0,956.00000000,14.00000000,-14.00000000,0,14.000,,,0,127.13200,19.06980,-19.06980,0,1.50,0.07,-0.07,0,1.03,0.20,-0.20,0
HD 183263 b,HD 183263,1,2,0,624.87403922,0.25369905,-0.26179333,0,13.100,,,0,1102.03602,93.27357,-95.38304,0,1.23,0.02,-0.02,0,1.06,0.14,-0.14,0
HD 183263 c,HD 183263,1,2,0,4667.97840705,18.57225282,-17.90216157,0,12.500,,,0,2959.02909,483.78208,-579.10753,0,1.29,0.03,-0.03,0,1.06,0.14,-0.14,0
HD 183579 b,HD 183579,1,1,0,17.47127800,0.00005800,-0.00006000,0,3.550,0.150,-0.120,0,19.70000,4.00000,-3.90000,0,0.99,0.04,-0.03,0,1.03,0.03,-0.03,0
HD 184010 b,HD 184010,1,3,0,286.60000000,2.40000000,-0.70000000,0,12.100,,,0,98.52681,9.53485,-12.71314,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0
HD 184010 c,HD 184010,1,3,0,484.30000000,5.50000000,-3.50000000,0,11.800,,,0,95.34852,9.53485,-19.06970,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0
HD 184010 d,HD 184010,1,3,0,836.40000000,8.40000000,-8.40000000,0,14.300,,,0,143.02278,12.71314,-19.06970,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0
HD 185269 b,HD 185269,3,1,0,6.83776000,0.00027000,-0.00027000,0,13.800,,,0,321.00830,4.44962,-4.44962,0,2.00,,,0,1.30,,,0
HD 18599 b,HD 18599,2,1,0,4.13743540,0.00000360,-0.00000370,0,2.600,0.150,-0.130,0,24.10000,7.10000,-7.70000,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0
HD 187085 b,HD 187085,1,1,0,1019.74000000,21.29000000,-22.58000000,0,13.900,,,0,265.70588,3.49613,-3.49613,0,1.27,0.07,-0.07,0,1.19,0.02,-0.02,0
HD 187123 b,HD 187123,1,2,0,3.09658280,0.00000780,-0.00000780,0,14.200,,,0,166.21800,13.66600,-13.66600,0,1.15,0.06,-0.06,0,1.04,0.11,-0.16,0
HD 187123 c,HD 187123,1,2,0,3810.00000000,420.00000000,-420.00000000,0,13.400,,,0,632.46000,79.45000,-79.45000,0,1.15,0.06,-0.06,0,1.04,0.11,-0.16,0
HD 18742 b,HD 18742,1,1,0,766.00000000,25.00000000,-25.00000000,0,13.100,,,0,1080.62200,381.39600,-381.39600,0,5.13,,,0,1.36,,,0
HD 188015 b,HD 188015,2,1,0,461.20000000,1.70000000,-1.70000000,0,13.600,,,0,476.72000,41.32000,-41.32000,0,1.13,0.03,-0.03,0,1.09,,,0
HD 188641 b,HD 188641,1,1,0,14583.81038324,3328.20987642,-2616.26788494,0,11.900,,,0,9262.62856,1972.48491,-1109.35798,0,1.94,0.07,-0.08,0,1.07,0.13,-0.13,0
HD 189567 b,HD 189567,1,2,0,14.28800000,0.00200000,-0.00200000,0,2.850,,,0,8.50000,0.60000,-0.60000,0,1.04,0.03,-0.03,0,0.83,0.01,-0.01,0
HD 189567 c,HD 189567,1,2,0,33.68800000,0.02500000,-0.02500000,0,2.540,,,0,7.00000,0.90000,-0.90000,0,1.04,0.03,-0.03,0,0.83,0.01,-0.01,0
HD 189733 b,HD 189733,2,1,0,2.21857567,0.00000015,-0.00000015,0,12.666,0.112,-0.112,0,359.14790,25.42640,-25.42640,0,0.75,0.01,-0.01,0,0.79,0.08,-0.08,0
HD 190007 b,HD 190007,1,1,0,11.72000000,0.00100000,-0.00100000,0,4.210,,,0,16.46000,1.66000,-1.66000,0,0.79,0.04,-0.04,0,0.77,0.02,-0.02,0
HD 190228 b,HD 190228,1,1,0,1143.59857585,1.76742121,-1.70679543,0,12.800,,,0,1726.82637,250.18077,-129.05693,0,2.59,,,0,1.42,0.08,-0.08,0
HD 190360 b,HD 190360,2,2,0,2854.00000000,13.00000000,-13.00000000,0,13.400,,,0,572.09113,63.56568,-63.56568,0,1.14,0.02,-0.02,0,1.00,0.10,-0.10,0
HD 190360 c,HD 190360,2,2,0,17.11100000,0.00480000,-0.00480000,0,4.590,,,0,19.06900,2.41540,-2.41540,0,1.17,0.07,-0.03,0,0.98,0.15,-0.09,0
HD 190647 b,HD 190647,1,1,0,1176.45000000,3.10000000,-2.83000000,0,13.400,,,0,630.89255,10.48839,-10.48839,0,1.38,0.09,-0.09,0,1.07,0.03,-0.03,0
HD 190984 b,HD 190984,1,1,0,4885.00000000,1600.00000000,-1600.00000000,0,13.100,,,0,985.20000,,,0,1.53,,,0,0.91,,,0
HD 191806 b,HD 191806,1,1,0,1603.38923493,9.94172481,-11.31279188,0,12.500,,,0,2968.87379,289.93339,-272.92688,0,1.40,0.02,-0.02,0,1.07,0.13,-0.13,0
HD 191939 b,HD 191939,1,6,0,8.88032560,0.00000470,-0.00000470,0,3.410,0.075,-0.075,0,10.00000,0.70000,-0.70000,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0
HD 191939 c,HD 191939,1,6,0,28.57974300,0.00004500,-0.00004500,0,3.195,0.075,-0.075,0,8.00000,1.00000,-1.00000,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0
HD 191939 d,HD 191939,1,6,0,38.35303700,0.00006000,-0.00006000,0,2.995,0.070,-0.070,0,2.80000,0.60000,-0.60000,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0
HD 191939 e,HD 191939,1,6,0,101.12000000,0.13000000,-0.13000000,0,13.000,,,0,112.20000,4.00000,-4.00000,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0
HD 191939 f,HD 191939,1,6,0,2200.00000000,,,-1,13.400,,,0,660.00000,,,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0
HD 191939 g,HD 191939,1,6,0,284.00000000,10.00000000,-8.00000000,0,3.740,,,0,13.50000,2.00000,-2.00000,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0
HD 192263 b,HD 192263,1,1,0,24.35560000,0.00460000,-0.00460000,0,14.200,,,0,177.98480,15.89150,-15.89150,0,0.74,0.01,-0.01,0,0.66,0.08,-0.08,0
HD 192310 b,HD 192310,1,2,0,74.72000000,0.10000000,-0.10000000,0,4.270,,,0,16.90000,0.90000,-0.90000,0,0.86,0.02,-0.02,0,0.80,,,0
HD 192310 c,HD 192310,1,2,0,525.80000000,9.20000000,-9.20000000,0,5.250,,,0,24.00000,5.00000,-5.00000,0,0.81,0.02,-0.01,0,0.80,,,0
HD 192699 b,HD 192699,1,1,0,340.94000000,0.92000000,-0.92000000,0,13.400,,,0,666.17168,29.55819,-29.55819,0,4.41,,,0,1.38,,,0
HD 194490 b,HD 194490,1,1,0,13092.18347776,3494.64637262,-2509.99733862,0,12.400,,,0,3580.02270,542.62637,-440.52518,0,1.15,0.05,-0.05,0,1.06,0.13,-0.13,0
HD 195019 b,HD 195019,2,1,0,18.20132000,0.00039000,-0.00039000,0,13.000,,,0,1264.96340,54.03110,-54.03110,0,1.48,0.03,-0.03,0,1.21,0.08,-0.08,0
HD 196050 b,HD 196050,3,1,0,1378.00000000,21.00000000,-21.00000000,0,13.100,,,0,1010.69940,95.34900,-95.34900,0,1.42,0.03,-0.03,0,1.31,0.17,-0.17,0
HD 196067 b,HD 196067,2,1,0,3638.00000000,232.00000000,-185.00000000,0,12.300,,,0,3972.85509,794.57102,-572.09113,0,1.73,0.21,-0.21,0,1.29,0.08,-0.08,0
HD 19615 b,HD 19615,1,1,0,402.00000000,2.00000000,-2.00000000,0,12.600,,,0,2701.54146,222.47988,-222.47988,0,32.30,0.90,-0.90,0,1.10,0.10,-0.10,0
HD 196885 A b,HD 196885 A,2,1,0,1333.00000000,15.00000000,-15.00000000,0,13.200,,,0,819.97000,50.85000,-50.85000,0,1.31,0.05,-0.05,0,1.28,0.05,-0.05,0
HD 197037 b,HD 197037,2,1,0,1035.70000000,13.00000000,-13.00000000,0,13.900,,,0,251.00000,16.00000,-16.00000,0,1.10,0.02,-0.02,0,1.11,,,0
HD 199509 b,HD 199509,1,1,0,99.62167078,0.14198251,-0.09430344,0,7.390,,,0,42.86581,4.38640,-4.46439,0,0.92,0.03,-0.03,0,1.04,0.14,-0.14,0
HD 19994 b,HD 19994,3,1,0,466.20000000,1.70000000,-1.70000000,0,13.600,,,0,435.41000,38.14000,-38.14000,0,1.80,0.09,-0.10,0,1.36,0.04,-0.04,0
HD 20003 b,HD 20003,1,2,0,11.84820000,0.00160000,-0.00170000,0,3.430,,,0,11.66000,1.04000,-1.06000,0,0.92,0.05,-0.02,0,0.88,,,0
HD 20003 c,HD 20003,1,2,0,33.92390000,0.02390000,-0.02660000,0,3.890,,,0,14.44000,1.47000,-1.39000,0,0.92,0.05,-0.02,0,0.88,,,0
HD 200964 b,HD 200964,1,2,0,606.30000000,3.80000000,-3.80000000,0,13.500,,,0,508.21017,21.29461,-21.29461,0,4.92,,,0,1.39,,,0
HD 200964 c,HD 200964,1,2,0,852.50000000,7.10000000,-7.10000000,0,13.700,,,0,385.84562,22.88376,-22.88376,0,4.92,,,0,1.39,,,0
HD 202206 c,HD 202206,2,1,0,1260.00000000,11.00000000,-11.00000000,0,12.200,,,0,5689.15700,921.70700,-572.09400,0,1.04,0.01,-0.01,0,1.07,0.08,-0.08,0
HD 202696 b,HD 202696,1,2,0,517.80000000,8.90000000,-3.90000000,0,,,,,634.38868,69.92260,-31.78300,-1,6.43,0.41,-0.39,0,1.91,0.09,-0.14,0
HD 202696 c,HD 202696,1,2,0,946.60000000,20.70000000,-20.90000000,0,,,,,592.43512,56.25591,-72.14741,-1,6.43,0.41,-0.39,0,1.91,0.09,-0.14,0
HD 202772 A b,HD 202772 A,2,1,0,3.30895800,0.00008300,-0.00008300,0,17.318,0.583,-0.673,0,323.23311,22.24810,-21.61244,0,2.59,0.08,-0.09,0,1.72,0.06,-0.07,0
HD 203030 b,HD 203030,1,1,0,,,,,14.460,0.673,-0.448,0,3496.11248,1271.31363,-953.48522,0,0.86,0.02,-0.03,0,0.94,0.13,-0.12,0
HD 20329 b,HD 20329,1,1,0,0.92611800,0.00005000,-0.00004300,0,1.720,0.070,-0.070,0,7.42000,1.09000,-1.09000,0,1.13,0.02,-0.02,0,0.90,0.05,-0.05,0
HD 203387 b,HD 203387,1,2,0,512.53519584,7.53524535,-8.15674491,0,13.100,,,0,1110.49341,182.69555,-173.00043,0,10.59,,,0,2.82,0.27,-0.27,0
HD 203387 c,HD 203387,1,2,0,2481.07226962,94.83313454,-82.69121525,0,12.600,,,0,2375.78917,1082.34123,-699.08758,0,10.59,,,0,2.82,0.27,-0.27,0
HD 203473 b,HD 203473,1,1,0,1552.90000000,3.40000000,-3.40000000,0,12.600,,,0,2479.07400,349.61300,-349.61300,0,1.33,0.10,-0.10,0,1.12,0.21,-0.21,0
HD 2039 b,HD 2039,1,1,0,1120.00000000,23.00000000,-23.00000000,0,12.700,,,0,1999.15070,368.68280,-368.68280,0,1.19,0.03,-0.03,0,1.23,0.19,-0.19,0
HD 204313 b,HD 204313,1,3,0,2041.11538546,1.68087974,-1.86675048,0,12.900,,,0,1553.54852,323.15446,-183.94999,0,1.10,0.02,-0.02,0,1.03,0.13,-0.13,0
HD 204313 c,HD 204313,1,3,0,34.95875432,0.01050420,-0.01155707,0,4.320,,,0,17.20043,1.74588,-1.68899,0,1.13,0.02,-0.01,0,1.03,0.13,-0.13,0
HD 204313 e,HD 204313,1,3,0,7325.64666214,399.88029006,-369.05891913,0,12.200,,,0,4841.00771,1581.16369,-1620.24468,0,1.13,0.02,-0.01,0,1.03,0.13,-0.13,0
HD 204941 b,HD 204941,2,1,0,1733.00000000,74.00000000,-74.00000000,0,10.100,,,0,73.10090,9.53490,-9.53490,0,0.78,0.01,-0.01,0,0.58,0.08,-0.08,0
HD 205158 b,HD 205158,1,1,0,25.33798092,0.00359865,-0.00286128,0,13.800,,,0,123.42834,13.34091,-13.14810,0,1.88,0.07,-0.08,0,1.16,0.16,-0.16,0
HD 205739 b,HD 205739,1,1,0,279.80000000,0.10000000,-0.10000000,0,13.600,,,0,435.41000,22.25000,-28.60000,0,1.33,0.10,-0.10,0,1.22,0.08,-0.06,0
HD 206255 b,HD 206255,1,1,0,96.04500000,0.31700000,-0.31700000,0,6.470,,,0,34.20000,7.10000,-7.10000,0,2.22,0.08,-0.06,0,1.42,0.08,-0.08,0
HD 206610 b,HD 206610,1,1,0,673.20000000,3.30000000,-3.30000000,0,13.400,,,0,647.10188,20.65895,-20.65895,0,6.12,,,0,1.55,,,0
HD 206893 b,HD 206893,1,1,0,10600.00000000,3000.00000000,-2400.00000000,0,12.000,,,0,8263.53858,4449.59770,-4449.59770,0,1.31,0.05,-0.06,0,1.31,0.03,-0.03,0
HD 20781 b,HD 20781,2,5,0,5.31350000,0.00100000,-0.00100000,0,1.210,,,0,1.93000,0.39000,-0.36000,0,0.83,0.02,-0.02,0,0.70,,,0
HD 20781 c,HD 20781,2,5,0,13.89050000,0.00330000,-0.00340000,0,2.170,,,0,5.33000,0.70000,-0.67000,0,0.83,0.02,-0.02,0,0.70,,,0
HD 20781 d,HD 20781,2,5,0,29.15800000,0.01020000,-0.01000000,0,3.250,,,0,10.61000,1.20000,-1.19000,0,0.83,0.02,-0.02,0,0.70,,,0
HD 20781 e,HD 20781,2,5,0,85.50730000,0.09830000,-0.09470000,0,3.830,,,0,14.03000,1.56000,-1.56000,0,0.83,0.02,-0.02,0,0.70,,,0
HD 20782 b,HD 20782,2,5,0,597.06430000,0.02560000,-0.02560000,0,13.600,,,0,472.83000,33.22000,-33.88000,0,1.13,0.05,-0.04,0,1.04,0.13,-0.11,0
HD 207832 b,HD 207832,3,2,0,160.07000000,0.23000000,-0.23000000,0,14.200,,,0,177.98480,28.92253,-28.92253,0,0.89,0.05,-0.05,0,1.05,0.17,-0.17,0
HD 207832 c,HD 207832,3,2,0,1155.70000000,71.90000000,-37.00000000,0,14.000,,,0,232.01590,57.20940,-15.89150,0,0.90,0.06,,0,0.94,0.10,,0
HD 207897 b,HD 207897,1,1,0,16.20215900,0.00008500,-0.00008300,0,2.501,0.082,-0.078,0,14.40000,1.60000,-1.60000,0,0.78,0.02,-0.02,0,0.80,0.04,-0.03,0
HD 20794 b,HD 20794,1,4,0,18.31500000,0.00800000,-0.00800000,0,1.450,,,0,2.70000,0.30000,-0.30000,0,0.92,0.02,-0.02,0,0.70,,,0
HD 20794 c,HD 20794,1,4,0,40.11400000,0.05300000,-0.05300000,0,1.350,,,0,2.40000,0.40000,-0.40000,0,0.92,0.02,-0.02,0,0.70,,,0
HD 20794 d,HD 20794,1,4,0,90.30900000,0.18400000,-0.18400000,0,2.040,,,0,4.80000,0.60000,-0.60000,0,0.92,0.02,-0.02,0,0.70,,,0
HD 20794 e,HD 20794,1,4,0,147.02000000,1.43000000,-0.91000000,0,2.030,,,0,4.77000,0.96000,-0.86000,0,0.92,0.02,-0.02,0,0.81,0.02,-0.01,0
HD 208487 b,HD 208487,1,1,0,130.08000000,0.51000000,-0.51000000,0,14.200,,,0,165.26500,26.06100,-26.06100,0,1.20,0.02,-0.01,0,1.13,,,0
HD 208527 b,HD 208527,1,1,0,875.50000000,5.80000000,-5.80000000,0,12.500,,,0,3146.40000,540.30000,-540.30000,0,51.10,8.30,-8.30,0,1.60,0.40,-0.40,0
HD 20868 b,HD 20868,1,1,0,380.85001000,0.09000000,-0.09000000,0,13.700,,,0,397.28750,187.51970,-187.51970,0,0.76,0.05,-0.05,0,0.39,0.27,-0.27,0
HD 208897 b,HD 208897,1,1,0,352.70000000,1.70000000,-1.70000000,0,13.600,,,0,444.96200,25.42640,-25.42640,0,4.98,0.20,-0.20,0,1.25,0.11,-0.11,0
HD 209458 b,HD 209458,1,1,0,3.52474859,0.00000038,-0.00000038,0,15.581,0.224,-0.224,0,232.01590,12.71320,-12.71320,0,1.19,0.02,-0.02,0,1.23,0.09,-0.09,0
HD 210193 b,HD 210193,1,1,0,649.91800000,8.59900000,-8.59900000,0,14.300,,,0,153.10000,23.30000,-23.30000,0,1.06,0.02,-0.01,0,1.04,0.06,-0.06,0
HD 210277 b,HD 210277,1,1,0,442.19000000,0.50000000,-0.50000000,0,13.600,,,0,410.00070,15.89150,-15.89150,0,1.07,0.01,-0.01,0,1.01,0.05,-0.05,0
