pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-199 c,Kepler-199,1,2,0,67.09340800,0.00019000,-0.00019000,0,3.250,0.580,-0.580,0,10.60000,,,0,0.97,0.17,-0.17,0,0.96,0.02,-0.02,0
Kepler-20 b,Kepler-20,2,6,0,3.69611525,0.00000115,-0.00000087,0,1.868,0.066,-0.034,0,9.70000,1.41000,-1.44000,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 c,Kepler-20,2,6,0,10.85409089,0.00000303,-0.00000260,0,3.047,0.064,-0.056,0,12.75000,2.17000,-2.24000,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 d,Kepler-20,2,6,0,77.61130017,0.00012305,-0.00011588,0,2.744,0.073,-0.055,0,10.07000,3.97000,-3.70000,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 e,Kepler-20,2,6,0,6.09852281,0.00000608,-0.00001351,0,0.865,0.026,-0.028,0,3.08000,,,1,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 f,Kepler-20,2,6,0,19.57758478,0.00009037,-0.00012256,0,1.003,0.050,-0.089,0,14.30000,,,1,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-20 g,Kepler-20,2,6,0,34.94000000,0.03800000,-0.03500000,0,4.710,,,0,19.96000,3.08000,-3.61000,0,0.96,0.02,-0.02,0,0.95,0.05,-0.05,0
Kepler-200 b,Kepler-200,1,2,0,8.59480500,0.00003600,-0.00003600,0,2.130,0.410,-0.410,0,5.18000,,,0,0.94,0.16,-0.16,0,0.98,0.04,-0.04,0
Kepler-200 c,Kepler-200,1,2,0,10.22215700,0.00005300,-0.00005300,0,1.590,0.290,-0.290,0,3.15000,,,0,0.94,0.16,-0.16,0,0.98,0.04,-0.04,0
Kepler-201 b,Kepler-201,1,2,0,25.67208300,0.00007500,-0.00007500,0,2.460,0.480,-0.480,0,6.62000,,,0,1.23,0.24,-0.24,0,1.18,0.04,-0.03,0
Kepler-201 c,Kepler-201,1,2,0,151.88405800,0.00201400,-0.00201400,0,2.850,0.600,-0.600,0,8.50000,,,0,1.23,0.24,-0.24,0,1.18,0.04,-0.03,0
Kepler-202 b,Kepler-202,1,2,0,4.06942700,0.00000700,-0.00000700,0,1.630,0.100,-0.100,0,3.29000,,,0,0.67,0.03,-0.03,0,0.68,0.02,-0.02,0
Kepler-202 c,Kepler-202,1,2,0,16.28249300,0.00003800,-0.00003800,0,1.850,0.100,-0.100,0,4.08000,,,0,0.67,0.03,-0.03,0,0.68,0.02,-0.02,0
Kepler-203 b,Kepler-203,1,3,0,3.16269700,0.00000400,-0.00000400,0,2.570,0.520,-0.520,0,7.13000,,,0,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0
Kepler-203 c,Kepler-203,1,3,0,5.37064700,0.00000800,-0.00000800,0,2.470,0.470,-0.470,0,749.90000,419.10000,-344.70000,0,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0
Kepler-203 d,Kepler-203,1,3,0,11.32972000,0.00008000,-0.00008000,0,1.440,0.280,-0.280,0,33.90000,183.40000,-33.20000,0,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0
Kepler-204 b,Kepler-204,1,2,0,14.40097400,0.00005600,-0.00005600,0,2.530,0.540,-0.540,0,6.94000,,,0,1.24,0.26,-0.26,0,1.03,0.04,-0.04,0
Kepler-204 c,Kepler-204,1,2,0,25.66059300,0.00028800,-0.00028800,0,1.790,0.390,-0.390,0,3.86000,,,0,1.24,0.26,-0.26,0,1.03,0.04,-0.04,0
Kepler-205 b,Kepler-205,1,2,0,2.75564000,0.00000200,-0.00000200,0,1.510,0.140,-0.140,0,2.89000,,,0,0.55,0.02,-0.02,0,0.59,0.01,-0.01,0
Kepler-205 c,Kepler-205,1,2,0,20.30654600,0.00003800,-0.00003800,0,1.640,0.120,-0.120,0,3.33000,,,0,0.55,0.02,-0.02,0,0.59,0.01,-0.01,0
Kepler-206 b,Kepler-206,1,3,0,7.78198700,0.00005800,-0.00005800,0,1.200,0.240,-0.240,0,1.87000,,,0,1.19,0.23,-0.23,0,1.05,0.04,-0.04,0
Kepler-206 c,Kepler-206,1,3,0,13.13747100,0.00006500,-0.00006500,0,1.770,0.340,-0.340,0,3.78000,,,0,1.19,0.23,-0.23,0,1.05,0.04,-0.04,0
Kepler-206 d,Kepler-206,1,3,0,23.44281000,0.00045300,-0.00045300,0,1.190,0.240,-0.240,0,1.81000,,,0,1.19,0.23,-0.23,0,1.05,0.04,-0.04,0
Kepler-207 b,Kepler-207,1,3,0,1.61186500,0.00000600,-0.00000600,0,1.570,0.300,-0.300,0,3.09000,,,0,1.59,0.30,-0.30,0,1.04,0.09,-0.09,0
Kepler-207 c,Kepler-207,1,3,0,3.07157100,0.00001600,-0.00001600,0,1.500,0.290,-0.290,0,2.86000,,,0,1.59,0.30,-0.30,0,1.04,0.09,-0.09,0
Kepler-207 d,Kepler-207,1,3,0,5.86807500,0.00000900,-0.00000900,0,3.310,0.630,-0.630,0,11.00000,,,0,1.59,0.30,-0.30,0,1.04,0.09,-0.09,0
Kepler-208 b,Kepler-208,1,4,0,4.22864000,0.00001800,-0.00001800,0,1.630,0.300,-0.300,0,3.29000,,,0,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0
Kepler-208 c,Kepler-208,1,4,0,7.46662300,0.00006700,-0.00006700,0,1.390,0.260,-0.260,0,2.51000,,,0,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0
Kepler-208 d,Kepler-208,1,4,0,11.13178600,0.00013100,-0.00013100,0,1.200,0.230,-0.230,0,1.87000,,,0,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0
Kepler-208 e,Kepler-208,1,4,0,16.25945800,0.00017600,-0.00017600,0,1.480,0.280,-0.280,0,2.79000,,,0,1.31,0.24,-0.24,0,1.16,0.11,-0.06,0
Kepler-209 b,Kepler-209,1,2,0,16.08784500,0.00004100,-0.00004100,0,2.260,0.340,-0.340,0,5.73000,,,0,0.94,0.14,-0.14,0,0.93,0.03,-0.03,0
Kepler-209 c,Kepler-209,1,2,0,41.74988200,0.00010600,-0.00010600,0,3.100,0.510,-0.510,0,9.80000,,,0,0.94,0.14,-0.14,0,0.93,0.03,-0.03,0
Kepler-21 b,Kepler-21,2,1,0,2.78578000,0.00003000,-0.00003000,0,1.639,0.019,-0.015,0,5.08000,1.72000,-1.72000,0,1.90,0.02,-0.01,0,1.41,0.02,-0.03,0
Kepler-210 b,Kepler-210,1,2,0,2.45323400,0.00000100,-0.00000100,0,2.940,0.210,-0.210,0,8.96000,,,0,0.65,0.03,-0.03,0,0.77,0.02,-0.02,0
Kepler-210 c,Kepler-210,1,2,0,7.97251300,0.00000300,-0.00000300,0,3.620,0.190,-0.190,0,12.80000,,,0,0.65,0.03,-0.03,0,0.77,0.02,-0.02,0
Kepler-211 b,Kepler-211,1,2,0,4.13857500,0.00001000,-0.00001000,0,1.260,0.090,-0.090,0,2.13000,,,0,0.82,0.05,-0.05,0,0.90,0.01,-0.02,0
Kepler-211 c,Kepler-211,1,2,0,6.04045000,0.00001600,-0.00001600,0,1.290,0.090,-0.090,0,18.30000,22.40000,-17.00000,0,0.82,0.05,-0.05,0,0.90,0.01,-0.02,0
Kepler-212 b,Kepler-212,1,2,0,16.25758200,0.00037800,-0.00037800,0,1.090,0.210,-0.210,0,1.32000,,,0,1.46,0.27,-0.27,0,1.17,0.04,-0.04,0
Kepler-212 c,Kepler-212,1,2,0,31.80517400,0.00014200,-0.00014200,0,2.740,0.510,-0.510,0,7.95000,,,0,1.46,0.27,-0.27,0,1.17,0.04,-0.04,0
Kepler-213 b,Kepler-213,1,2,0,2.46236000,0.00000600,-0.00000600,0,1.620,0.310,-0.310,0,3.26000,,,0,1.20,0.22,-0.22,0,1.07,0.03,-0.03,0
Kepler-213 c,Kepler-213,1,2,0,4.82296200,0.00000800,-0.00000800,0,2.340,0.450,-0.450,0,6.08000,,,0,1.20,0.22,-0.22,0,1.07,0.03,-0.03,0
Kepler-214 b,Kepler-214,1,2,0,15.66054400,0.00008000,-0.00008000,0,2.610,0.490,-0.490,0,7.32000,,,0,1.35,0.25,-0.25,0,1.11,0.03,-0.02,0
Kepler-214 c,Kepler-214,1,2,0,28.77980000,0.00039700,-0.00039700,0,2.130,0.400,-0.400,0,5.18000,,,0,1.35,0.25,-0.25,0,1.11,0.03,-0.02,0
Kepler-215 b,Kepler-215,1,4,0,9.36067200,0.00004000,-0.00004000,0,1.620,0.400,-0.400,0,3.26000,,,0,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0
Kepler-215 c,Kepler-215,1,4,0,14.66710800,0.00008900,-0.00008900,0,1.770,0.420,-0.420,0,3.78000,,,0,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0
Kepler-215 d,Kepler-215,1,4,0,30.86442300,0.00009200,-0.00009200,0,2.390,0.550,-0.550,0,23.60000,17.30000,-11.90000,0,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0
Kepler-215 e,Kepler-215,1,4,0,68.16101000,0.00063000,-0.00063000,0,1.750,0.410,-0.410,0,3.71000,,,0,1.03,0.24,-0.24,0,0.94,0.03,-0.04,0
Kepler-216 b,Kepler-216,1,2,0,7.69364100,0.00003100,-0.00003100,0,2.350,0.460,-0.460,0,6.12000,,,0,1.26,0.24,-0.24,0,1.11,0.07,-0.06,0
Kepler-216 c,Kepler-216,1,2,0,17.40666900,0.00005700,-0.00005700,0,3.040,0.590,-0.590,0,9.48000,,,0,1.26,0.24,-0.24,0,1.11,0.07,-0.06,0
Kepler-217 b,Kepler-217,1,3,0,5.37494300,0.00001900,-0.00001900,0,2.230,0.320,-0.320,0,5.60000,,,0,1.80,0.26,-0.26,0,1.14,0.14,-0.10,0
Kepler-217 c,Kepler-217,1,3,0,8.58600400,0.00005300,-0.00005300,0,1.850,0.270,-0.270,0,4.08000,,,0,1.80,0.26,-0.26,0,1.14,0.14,-0.10,0
Kepler-217 d,Kepler-217,1,3,0,3.88689525,0.00002241,-0.00002241,0,1.320,0.360,-0.270,0,2.30000,,,0,1.76,0.46,-0.37,0,1.37,0.16,-0.12,0
Kepler-218 b,Kepler-218,1,3,0,3.61933700,0.00001100,-0.00001100,0,1.480,0.120,-0.120,0,2.79000,,,0,1.06,0.08,-0.08,0,1.02,0.02,-0.02,0
Kepler-218 c,Kepler-218,1,3,0,44.69957600,0.00016700,-0.00016700,0,3.140,0.260,-0.260,0,10.00000,,,0,1.06,0.08,-0.08,0,1.02,0.02,-0.02,0
Kepler-218 d,Kepler-218,1,3,0,124.52446470,0.00058220,-0.00058220,0,2.660,0.280,-0.180,0,7.56000,,,0,1.02,0.10,-0.07,0,1.01,0.04,-0.04,0
Kepler-219 b,Kepler-219,1,3,0,4.58551200,0.00000800,-0.00000800,0,2.950,0.490,-0.490,0,9.01000,,,0,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0
Kepler-219 c,Kepler-219,1,3,0,22.71461300,0.00007500,-0.00007500,0,3.580,0.600,-0.600,0,12.50000,,,0,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0
Kepler-219 d,Kepler-219,1,3,0,47.90364500,0.00030700,-0.00030700,0,2.810,0.480,-0.480,0,19.10000,29.90000,-17.70000,0,1.49,0.25,-0.25,0,1.17,0.06,-0.06,0
Kepler-22 b,Kepler-22,1,1,0,289.86230000,0.00160000,-0.00200000,0,2.380,0.130,-0.130,0,36.00000,,,1,0.98,0.02,-0.02,0,0.97,0.06,-0.06,0
Kepler-220 b,Kepler-220,1,4,0,4.15980700,0.00001000,-0.00001000,0,0.810,0.050,-0.050,0,0.45700,,,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0
Kepler-220 c,Kepler-220,1,4,0,9.03419900,0.00000900,-0.00000900,0,1.570,0.090,-0.090,0,3.09000,,,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0
Kepler-220 d,Kepler-220,1,4,0,28.12239700,0.00016200,-0.00016200,0,0.980,0.060,-0.060,0,0.90400,,,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0
Kepler-220 e,Kepler-220,1,4,0,45.90273300,0.00019200,-0.00019200,0,1.330,0.120,-0.120,0,2.33000,,,0,0.67,0.03,-0.03,0,0.65,0.03,-0.02,0
Kepler-221 b,Kepler-221,1,4,0,2.79590600,0.00000400,-0.00000400,0,1.710,0.170,-0.170,0,3.57000,,,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0
Kepler-221 c,Kepler-221,1,4,0,5.69058600,0.00000400,-0.00000400,0,2.930,0.270,-0.270,0,15.10000,10.10000,-6.70000,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0
Kepler-221 d,Kepler-221,1,4,0,10.04156000,0.00001100,-0.00001100,0,2.730,0.250,-0.250,0,7.90000,,,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0
Kepler-221 e,Kepler-221,1,4,0,18.36991700,0.00002900,-0.00002900,0,2.630,0.250,-0.250,0,7.41000,,,0,0.82,0.07,-0.07,0,0.82,0.03,-0.03,0
Kepler-222 b,Kepler-222,1,3,0,3.93698100,0.00000500,-0.00000500,0,3.160,1.400,-1.400,0,10.10000,,,0,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0
Kepler-222 c,Kepler-222,1,3,0,10.08881000,0.00001100,-0.00001100,0,4.640,2.070,-2.070,0,19.40000,,,0,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0
Kepler-222 d,Kepler-222,1,3,0,28.08191200,0.00006900,-0.00006900,0,3.690,1.630,-1.630,0,13.20000,,,0,0.87,0.38,-0.38,0,0.88,0.04,-0.04,0
Kepler-223 b,Kepler-223,1,4,0,7.38449000,0.00022000,-0.00022000,0,2.990,0.180,-0.270,0,7.40000,1.30000,-1.10000,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0
Kepler-223 c,Kepler-223,1,4,0,9.84564000,0.00052000,-0.00051000,0,3.440,0.200,-0.300,0,5.10000,1.70000,-1.10000,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0
Kepler-223 d,Kepler-223,1,4,0,14.78869000,0.00030000,-0.00027000,0,5.240,0.260,-0.450,0,8.00000,1.50000,-1.30000,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0
Kepler-223 e,Kepler-223,1,4,0,19.72567000,0.00055000,-0.00054000,0,4.600,0.270,-0.410,0,4.80000,1.40000,-1.20000,0,1.72,0.07,-0.14,0,1.12,0.09,-0.07,0
Kepler-224 b,Kepler-224,1,4,0,3.13292400,0.00001400,-0.00001400,0,1.390,0.090,-0.090,0,2.51000,,,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0
Kepler-224 c,Kepler-224,1,4,0,5.92500300,0.00001000,-0.00001000,0,3.120,0.260,-0.260,0,9.91000,,,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0
Kepler-224 d,Kepler-224,1,4,0,11.34939300,0.00003400,-0.00003400,0,2.300,0.140,-0.140,0,5.90000,,,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0
Kepler-224 e,Kepler-224,1,4,0,18.64357700,0.00008700,-0.00008700,0,1.970,0.150,-0.150,0,4.54000,,,0,0.68,0.04,-0.04,0,0.82,0.03,-0.03,0
Kepler-225 b,Kepler-225,1,2,0,6.73897500,0.00004100,-0.00004100,0,1.200,0.070,-0.070,0,1.87000,,,0,0.48,0.02,-0.02,0,0.59,0.01,-0.01,0
Kepler-225 c,Kepler-225,1,2,0,18.79423400,0.00007600,-0.00007600,0,1.840,0.100,-0.100,0,4.04000,,,0,0.48,0.02,-0.02,0,0.59,0.01,-0.01,0
Kepler-226 b,Kepler-226,1,3,0,3.94099700,0.00002000,-0.00002000,0,1.550,0.620,-0.620,0,24.00000,11.80000,-10.10000,0,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0
Kepler-226 c,Kepler-226,1,3,0,5.34955500,0.00001400,-0.00001400,0,2.270,0.900,-0.900,0,45.20000,22.50000,-19.10000,0,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0
Kepler-226 d,Kepler-226,1,3,0,8.10904400,0.00009400,-0.00009400,0,1.220,0.490,-0.490,0,1.98000,,,0,0.80,0.32,-0.32,0,0.91,0.04,-0.04,0
Kepler-227 b,Kepler-227,1,2,0,9.48801500,0.00003900,-0.00003900,0,3.110,1.570,-1.570,0,9.85000,,,0,1.09,0.55,-0.55,0,0.92,0.05,-0.05,0
Kepler-227 c,Kepler-227,1,2,0,54.41869400,0.00046000,-0.00046000,0,3.040,1.530,-1.530,0,9.48000,,,0,1.09,0.55,-0.55,0,0.92,0.05,-0.05,0
Kepler-228 b,Kepler-228,1,3,0,2.56654600,0.00002600,-0.00002600,0,1.530,0.710,-0.710,0,2.96000,,,0,1.01,0.47,-0.47,0,0.95,0.06,-0.05,0
Kepler-228 c,Kepler-228,1,3,0,4.13444400,0.00001800,-0.00001800,0,2.700,1.240,-1.240,0,7.75000,,,0,1.01,0.47,-0.47,0,0.95,0.06,-0.05,0
Kepler-228 d,Kepler-228,1,3,0,11.09428600,0.00003600,-0.00003600,0,4.040,1.850,-1.850,0,15.40000,,,0,1.01,0.47,-0.47,0,0.95,0.06,-0.05,0
Kepler-229 b,Kepler-229,1,3,0,6.25297200,0.00002100,-0.00002100,0,2.200,0.780,-0.780,0,5.48000,,,0,0.73,0.26,-0.26,0,0.80,0.04,-0.04,0
Kepler-229 c,Kepler-229,1,3,0,16.06863800,0.00001900,-0.00001900,0,4.920,1.740,-1.740,0,21.50000,,,0,0.73,0.26,-0.26,0,0.80,0.04,-0.04,0
Kepler-229 d,Kepler-229,1,3,0,41.19491200,0.00024800,-0.00024800,0,3.850,1.380,-1.380,0,14.20000,,,0,0.73,0.26,-0.26,0,0.80,0.04,-0.04,0
Kepler-23 b,Kepler-23,1,3,0,7.10730000,,,0,1.900,,,0,254.30000,,,1,1.52,0.24,-0.30,0,1.11,0.09,-0.12,0
Kepler-23 c,Kepler-23,1,3,0,10.74210000,,,0,3.200,,,0,858.10000,,,1,1.52,0.24,-0.30,0,1.11,0.09,-0.12,0
Kepler-23 d,Kepler-23,1,3,0,15.27429900,0.00010400,-0.00010400,0,2.200,0.090,-0.090,0,17.60000,13.70000,-11.90000,0,1.55,0.05,-0.05,0,1.10,0.04,-0.03,0
Kepler-230 b,Kepler-230,1,2,0,32.62555500,0.00012600,-0.00012600,0,4.260,2.170,-2.170,0,16.80000,,,0,0.82,0.41,-0.41,0,0.84,0.05,-0.06,0
Kepler-230 c,Kepler-230,1,2,0,91.77324200,0.00161800,-0.00161800,0,2.040,1.040,-1.040,0,4.82000,,,0,0.82,0.41,-0.41,0,0.84,0.05,-0.06,0
Kepler-231 b,Kepler-231,1,2,0,10.06527500,0.00002700,-0.00002700,0,1.730,0.120,-0.120,0,35.40000,19.70000,-16.60000,0,0.49,0.02,-0.02,0,0.58,0.01,-0.01,0
Kepler-231 c,Kepler-231,1,2,0,19.27156600,0.00009900,-0.00009900,0,1.930,0.190,-0.190,0,24.10000,13.50000,-11.20000,0,0.49,0.02,-0.02,0,0.58,0.01,-0.01,0
Kepler-232 b,Kepler-232,1,2,0,4.43122200,0.00001100,-0.00001100,0,3.080,1.470,-1.470,0,9.69000,,,0,0.97,0.46,-0.46,0,0.97,0.06,-0.05,0
Kepler-232 c,Kepler-232,1,2,0,11.37934900,0.00004400,-0.00004400,0,3.830,1.860,-1.860,0,14.00000,,,0,0.97,0.46,-0.46,0,0.97,0.06,-0.05,0
Kepler-233 b,Kepler-233,1,2,0,8.47238200,0.00002600,-0.00002600,0,2.430,0.660,-0.660,0,6.48000,,,0,0.76,0.21,-0.21,0,0.85,0.02,-0.02,0
Kepler-233 c,Kepler-233,1,2,0,60.41895500,0.00063000,-0.00063000,0,2.710,0.780,-0.780,0,7.80000,,,0,0.76,0.21,-0.21,0,0.85,0.02,-0.02,0
Kepler-234 b,Kepler-234,1,2,0,2.71150600,0.00000600,-0.00000600,0,3.700,1.660,-1.660,0,13.20000,,,0,1.11,0.49,-0.49,0,1.11,0.08,-0.07,0
Kepler-234 c,Kepler-234,1,2,0,7.21205000,0.00002200,-0.00002200,0,3.510,1.560,-1.560,0,12.10000,,,0,1.11,0.49,-0.49,0,1.11,0.08,-0.07,0
Kepler-235 b,Kepler-235,1,4,0,3.34022200,0.00000500,-0.00000500,0,2.230,0.100,-0.100,0,5.60000,,,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0
Kepler-235 c,Kepler-235,1,4,0,7.82490400,0.00005500,-0.00005500,0,1.280,0.080,-0.080,0,2.18000,,,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0
Kepler-235 d,Kepler-235,1,4,0,20.06054800,0.00009900,-0.00009900,0,2.050,0.100,-0.100,0,4.86000,,,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0
Kepler-235 e,Kepler-235,1,4,0,46.18366900,0.00042500,-0.00042500,0,2.220,0.290,-0.290,0,5.56000,,,0,0.55,0.02,-0.02,0,0.58,0.02,-0.02,0
Kepler-236 b,Kepler-236,1,2,0,8.29561100,0.00003200,-0.00003200,0,1.570,0.120,-0.120,0,3.09000,,,0,0.51,0.02,-0.02,0,0.60,0.02,-0.02,0
Kepler-236 c,Kepler-236,1,2,0,23.96812700,0.00017400,-0.00017400,0,2.000,0.170,-0.170,0,4.66000,,,0,0.51,0.02,-0.02,0,0.60,0.02,-0.02,0
Kepler-237 b,Kepler-237,1,2,0,4.71510600,0.00003000,-0.00003000,0,1.410,0.750,-0.750,0,2.57000,,,0,0.72,0.38,-0.38,0,0.70,0.02,-0.02,0
Kepler-237 c,Kepler-237,1,2,0,8.10363600,0.00003200,-0.00003200,0,2.080,1.100,-1.100,0,4.98000,,,0,0.72,0.38,-0.38,0,0.70,0.02,-0.02,0
Kepler-238 b,Kepler-238,1,5,0,2.09087600,0.00002000,-0.00002000,0,1.730,0.400,-0.400,0,3.64000,,,0,1.43,0.26,-0.26,0,1.06,0.07,-0.05,0
Kepler-238 c,Kepler-238,1,5,0,6.15555700,0.00005000,-0.00005000,0,2.390,0.450,-0.450,0,6.30000,,,0,1.43,0.26,-0.26,0,1.06,0.07,-0.05,0
Kepler-238 d,Kepler-238,1,5,0,13.23354900,0.00008100,-0.00008100,0,3.070,0.570,-0.570,0,9.64000,,,0,1.43,0.26,-0.26,0,1.06,0.07,-0.05,0
Kepler-238 e,Kepler-238,1,5,0,23.65400000,,,0,5.600,2.370,-0.460,0,169.70000,71.70000,-69.10000,0,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0
Kepler-238 f,Kepler-238,1,5,0,50.44700000,,,0,2.000,0.850,-0.170,0,13.50000,2.90000,-2.50000,0,0.96,0.41,-0.08,0,1.06,0.17,-0.12,0
Kepler-239 b,Kepler-239,1,2,0,11.76305100,0.00003400,-0.00003400,0,2.330,0.150,-0.150,0,6.04000,,,0,0.76,0.04,-0.04,0,0.76,0.02,-0.02,0
Kepler-239 c,Kepler-239,1,2,0,56.22809800,0.00058000,-0.00058000,0,2.510,0.420,-0.420,0,6.85000,,,0,0.76,0.04,-0.04,0,0.76,0.02,-0.02,0
Kepler-24 b,Kepler-24,1,4,0,8.14530000,,,0,2.400,,,0,508.50000,,,1,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0
Kepler-24 c,Kepler-24,1,4,0,12.33350000,,,0,2.800,,,0,508.50000,,,1,1.07,0.16,-0.23,0,1.03,0.11,-0.14,0
Kepler-24 d,Kepler-24,1,4,0,4.24438400,0.00005300,-0.00005300,0,1.670,0.390,-0.390,0,3.43000,,,0,1.29,0.29,-0.29,0,0.98,0.06,-0.06,0
Kepler-24 e,Kepler-24,1,4,0,18.99835500,0.00015700,-0.00015700,0,2.780,0.640,-0.640,0,8.15000,,,0,1.29,0.29,-0.29,0,0.98,0.06,-0.06,0
Kepler-240 b,Kepler-240,1,2,0,4.14449500,0.00002600,-0.00002600,0,1.370,0.560,-0.560,0,2.45000,,,0,0.74,0.30,-0.30,0,0.75,0.02,-0.02,0
Kepler-240 c,Kepler-240,1,2,0,7.95352800,0.00002500,-0.00002500,0,2.200,0.890,-0.890,0,102.30000,43.30000,-39.40000,0,0.74,0.30,-0.30,0,0.75,0.02,-0.02,0
Kepler-241 b,Kepler-241,1,2,0,12.71809200,0.00003500,-0.00003500,0,2.330,1.030,-1.030,0,6.04000,,,0,0.67,0.29,-0.29,0,0.67,0.02,-0.02,0
Kepler-241 c,Kepler-241,1,2,0,36.06597800,0.00013300,-0.00013300,0,2.570,1.110,-1.110,0,7.13000,,,0,0.67,0.29,-0.29,0,0.67,0.02,-0.02,0
Kepler-242 b,Kepler-242,1,2,0,8.20395000,0.00002000,-0.00002000,0,2.610,1.600,-1.600,0,7.32000,,,0,0.85,0.52,-0.52,0,0.81,0.03,-0.04,0
Kepler-242 c,Kepler-242,1,2,0,14.49648100,0.00008300,-0.00008300,0,2.000,1.230,-1.230,0,4.66000,,,0,0.85,0.52,-0.52,0,0.81,0.03,-0.04,0
Kepler-243 b,Kepler-243,1,2,0,5.71544200,0.00001100,-0.00001100,0,2.450,1.160,-1.160,0,6.57000,,,0,0.84,0.40,-0.40,0,0.83,0.04,-0.04,0
Kepler-243 c,Kepler-243,1,2,0,20.02621800,0.00016300,-0.00016300,0,1.990,0.970,-0.970,0,4.62000,,,0,0.84,0.40,-0.40,0,0.83,0.04,-0.04,0
Kepler-244 b,Kepler-244,1,3,0,4.31179200,0.00000800,-0.00000800,0,2.760,1.160,-1.160,0,8.05000,,,0,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0
Kepler-244 c,Kepler-244,1,3,0,9.76729200,0.00004600,-0.00004600,0,2.050,0.870,-0.870,0,4.86000,,,0,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0
Kepler-244 d,Kepler-244,1,3,0,20.05040100,0.00013000,-0.00013000,0,2.310,0.970,-0.970,0,15.20000,20.00000,-13.00000,0,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0
Kepler-245 b,Kepler-245,1,4,0,7.49019000,0.00001900,-0.00001900,0,2.570,0.180,-0.180,0,7.13000,,,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-245 c,Kepler-245,1,4,0,17.46081200,0.00007600,-0.00007600,0,2.180,0.170,-0.170,0,225.60000,61.30000,-36.50000,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-245 d,Kepler-245,1,4,0,36.27710800,0.00017300,-0.00017300,0,3.030,0.210,-0.210,0,21.60000,16.60000,-12.10000,0,0.80,0.05,-0.05,0,0.86,0.03,-0.03,0
Kepler-245 e,Kepler-245,1,4,0,3.21982106,0.00000474,-0.00000474,0,1.750,0.080,-0.060,0,3.71000,,,0,0.80,0.02,-0.02,0,0.86,0.03,-0.03,0
Kepler-246 b,Kepler-246,1,2,0,4.60182000,0.00000800,-0.00000800,0,2.340,1.200,-1.200,0,6.08000,,,0,0.83,0.42,-0.42,0,0.79,0.05,-0.03,0
Kepler-246 c,Kepler-246,1,2,0,11.18716100,0.00007500,-0.00007500,0,1.500,0.760,-0.760,0,2.86000,,,0,0.83,0.42,-0.42,0,0.79,0.05,-0.03,0
Kepler-247 b,Kepler-247,1,3,0,3.33616000,0.00000700,-0.00000700,0,1.640,0.460,-0.460,0,3.33000,,,0,0.77,0.21,-0.21,0,0.84,0.04,-0.04,0
