pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
HD 17156 b,Published Confirmed,0,21.21663,0.00045,-0.00045,0,1115.5833,66.7443,-66.7443,0
HD 183579 b,Published Confirmed,0,17.471275,0.0000097,-0.0000153,0,11.2,5.4,-5.4,0
HD 183579 b,Published Confirmed,0,17.471278,0.000058,-0.00006,0,19.7,4,-3.9,0
HD 189733 b,Published Confirmed,0,2.2,,,0,349.6,,,0
HD 189733 b,Published Confirmed,0,2.21857578,0.0000008,-0.0000008,0,365.5045,12.39537,-12.39537,0
HD 189733 b,Published Confirmed,0,2.22,,,0,362.3262,,,0
HD 189733 b,Published Confirmed,0,2.21857567,0.00000015,-0.00000015,0,359.1479,25.4264,-25.4264,0
HD 189733 b,Published Confirmed,0,2.218577,0.000009,-0.00001,0,370.58978,16.52716,-15.57367,0
HD 189733 b,Published Confirmed,0,2.218573,,,0,363.582,18.116,-18.116,0
HD 189733 b,Published Confirmed,0,2.219,0.0005,-0.0005,0,365.49,12.71,-12.71,0
HD 189733 b,Published Confirmed,0,2.2185752,0.00000008,-0.00000008,0,356.92309,14.30235,-14.30235,0
HD 202206 c,Published Confirmed,0,1260,11,-11,0,5689.157,921.707,-572.094,0
HD 202696 b,Published Confirmed,0,517.8,8.9,-3.9,0,634.38868,69.9226,-31.783,-1
HD 202696 c,Published Confirmed,0,946.6,20.7,-20.9,0,592.43512,56.25591,-72.14741,-1
HD 202772 A b,Published Confirmed,0,3.308958,0.000083,-0.000083,0,323.23311,22.2481,-21.61244,0
HD 209458 b,Published Confirmed,0,3.5,,,0,219.29,,,0
HD 209458 b,Published Confirmed,0,3.524746,,,0,217.704,4.767,-4.449,0
HD 209458 b,Published Confirmed,0,3.52474859,0.00000038,-0.00000038,0,216.76006,4.44962,-4.76745,0
HD 209458 b,Published Confirmed,0,3.5239,0.0046,-0.0046,0,197.05,15.89,-15.89,0
HD 209458 b,Published Confirmed,0,3.525,0.003,-0.003,0,200.22,,,0
HD 209458 b,Published Confirmed,0,3.52474859,0.00000038,-0.00000038,0,226.93062,5.40311,-5.40311,0
HD 209458 b,Published Confirmed,0,3.52,,,0,219.3027,,,0
HD 209458 b,Published Confirmed,0,3.52474859,0.00000038,-0.00000038,0,232.0159,12.7132,-12.7132,0
HD 213885 b,Published Confirmed,0,1.008035,0.000021,-0.00002,0,8.83,0.66,-0.65,0
HD 21749 c,Published Confirmed,0,7.78993,0.00051,-0.00044,0,3.7,,,1
HD 219134 b,Published Confirmed,0,3.092926,0.00001,-0.00001,0,4.74,0.19,-0.19,0
HD 219134 c,Published Confirmed,0,6.76458,0.00033,-0.00033,0,4.36,0.22,-0.22,0
HD 219134 d,Published Confirmed,0,46.859,0.028,-0.028,0,16.17,0.64,-0.64,-1
HD 219666 b,Published Confirmed,0,6.03607,0.00064,-0.00063,0,16.6,1.3,-1.3,0
HD 221416 b,Published Confirmed,0,14.2767,0.0037,-0.0037,0,60.5,5.7,-5.7,0
HD 221420 b,Published Confirmed,0,10090,890,-560,0,7278.27052,699.2225,-699.2225,0
HD 23472 b,Published Confirmed,0,17.667,0.142,-0.095,0,17.92,1.41,-14,0
HD 23472 c,Published Confirmed,0,29.625,0.224,-0.171,0,17.18,1.07,-13.77,0
HD 2685 b,Published Confirmed,0,4.12688,0.00005,-0.00004,0,371.8611,38.1396,-38.1396,0
HD 3167 b,Published Confirmed,0,0.96,,,0,5.59,0.98,-0.96,0
HD 3167 b,Published Confirmed,0,0.959641,0.000011,-0.000012,0,5.02,0.38,-0.38,0
HD 3167 b,Published Confirmed,0,0.959632,0.000015,-0.000015,0,5.69,0.44,-0.44,0
HD 3167 c,Published Confirmed,0,29.84622,0.00098,-0.00091,0,8.33,1.79,-1.85,0
HD 3167 c,Published Confirmed,0,29.8454,0.0012,-0.0012,0,9.8,1.3,-1.24,0
HD 332231 b,Published Confirmed,0,18.71204,0.00043,-0.00043,0,77.55052,6.67443,-6.67443,0
HD 39091 b,Published Confirmed,0,2090.3,2.6,-2.6,0,4100.007,731.009,-603.877,0
HD 39091 b,Published Confirmed,0,2091,1.9,-1.9,0,4099.98645,667.43965,-540.30829,0
HD 5278 b,Published Confirmed,0,14.339156,0.000049,-0.000047,0,7.8,1.5,-1.4,0
HD 77338 b,Published Confirmed,0,5.7361,0.0015,-0.0015,0,15.9,4.7,-5.3,0
HD 80606 b,Published Confirmed,0,111.4367,0.0004,-0.0004,0,1308.18828,30.82951,-31.783,0
HD 80606 b,Published Confirmed,0,111.4357,0.0008,-0.0008,0,1252.2,34.96,-34.96,0
HD 80606 b,Published Confirmed,0,111.4367,0.0004,-0.0004,0,1392.0954,235.1942,-235.1942,0
HD 80606 b,Published Confirmed,0,111.4367,0.0004,-0.0004,0,1307.55262,49.26365,-49.26365,0
HD 80653 b,Published Confirmed,0,0.719573,0.000021,-0.000021,0,5.6,0.43,-0.43,0
HD 82943 b,Published Confirmed,0,441.47,0.35,-0.35,0,534.25,8.899,-8.899,0
HD 82943 c,Published Confirmed,0,220.078,0.051,-0.051,0,622.603,14.937,-14.937,0
HD 86226 b,Published Confirmed,0,1628,22,-21,0,143.0235,12.7132,-15.8915,0
HD 86226 c,Published Confirmed,0,3.98442,0.00018,-0.00018,0,7.25,1.19,-1.12,0
HD 88133 b,Published Confirmed,0,3.4148674,0.0000457,-0.0000473,0,324.1866,193.8763,-88.9924,0
HD 89345 b,Published Confirmed,0,11.8143,0.0002,-0.0002,0,34.9613,5.40311,-5.72094,0
HD 89345 b,Published Confirmed,0,11.8143,0.0002,-0.00019,0,38.45743,5.72094,-6.03877,0
HD 89345 b,Published Confirmed,0,11.81399,0.00086,-0.00086,0,35.7,3.3,-3.3,0
HD 95338 b,Published Confirmed,0,55.087,0.02,-0.02,0,42.44,2.22,-2.08,0
HD 97658 b,Published Confirmed,0,9.4909,0.0016,-0.0015,0,7.86,0.73,-0.73,0
HD 97658 b,Published Confirmed,0,9.4909,0.0016,-0.0016,0,8.88263,1.23087,-1.23087,0
HD 97658 b,Published Confirmed,0,9.4903,0.0016,-0.0056,0,7.55,0.83,-0.79,0
HD 97658 b,Published Confirmed,0,9.4897116,0.0000008,-0.0000008,0,8.3,1.1,-1.1,0
HIP 116454 b,Published Confirmed,0,9.1205,0.0005,-0.0005,0,11.82,1.33,-1.33,0
HIP 116454 b,Published Confirmed,0,9.1205,0.0005,-0.0005,0,12.7132,3.1783,-3.1783,0
HIP 65 A b,Published Confirmed,0,0.9809734,0.0000031,-0.0000031,0,1021.18779,24.79074,-24.79074,0
HIP 67851 c,Published Confirmed,0,2200,,,0,2002.2,,,0
HR 8799 b,Published Confirmed,0,170000,,,0,2000,1000,-600,0
HR 8799 c,Published Confirmed,0,69000,,,0,3000,1000,-1000,0
HR 8799 d,Published Confirmed,0,37000,,,0,3000,1000,-1000,0
K2-10 b,Published Confirmed,0,19.3044,0.0012,-0.0012,0,27,17,-16,0
K2-100 b,Published Confirmed,0,1.6739035,0.0000004,-0.0000004,0,21.8,6.2,-6.2,0
K2-105 b,Published Confirmed,0,8.266902,0.00007,-0.00007,0,30,19,-19,0
K2-107 b,Published Confirmed,0,3.31392,0.00002,-0.00002,0,266.9772,25.4264,-25.4264,0
K2-108 b,Published Confirmed,0,4.73401,0.00024,-0.00024,0,59.4,4.4,-4.4,0
K2-110 b,Published Confirmed,0,13.86375,0.00026,-0.00026,0,16.7,3.2,-3.2,0
K2-111 b,Published Confirmed,0,5.3518,0.0004,-0.0004,0,5.29,0.76,-0.77,0
K2-111 b,Published Confirmed,0,5.35117,0.00055,-0.00055,0,8.6,3.9,-3.9,0
K2-113 b,Published Confirmed,0,5.817608,0.000031,-0.000029,0,410.0007,41.3179,-44.4962,0
K2-114 b,Published Confirmed,0,11.39109,0.00018,-0.00017,0,587.9855,73.1009,-69.9226,0
K2-115 b,Published Confirmed,0,20.273034,0.000036,-0.000037,0,266.9772,57.2094,-63.566,0
K2-131 b,Published Confirmed,0,0.3693038,0.0000091,-0.0000091,0,6.5,1.6,-1.6,0
K2-131 b,Published Confirmed,0,0.369,,,0,6.3,1.4,-1.4,0
K2-132 b,Published Confirmed,0,9.1751,0.0023,-0.0027,0,155.7367,19.0698,-19.0698,0
K2-132 b,Published Confirmed,0,9.1708,0.0025,-0.0025,0,157.32585,2.16124,-2.00233,0
K2-137 b,Published Confirmed,0,0.179715,0.000001,-0.000001,0,158.915,,,1
K2-138 b,Published Confirmed,0,2.35309,0.00022,-0.00022,0,3.1,1.05,-1.05,0
K2-138 c,Published Confirmed,0,3.56004,0.00012,-0.00011,0,6.31,1.13,-1.23,0
K2-138 d,Published Confirmed,0,5.40479,0.00021,-0.00021,0,7.92,1.39,-1.35,0
K2-138 e,Published Confirmed,0,8.26146,0.00021,-0.00022,0,12.97,1.98,-1.99,0
K2-138 f,Published Confirmed,0,12.75758,0.0005,-0.00048,0,1.63,2.12,-1.18,0
K2-138 g,Published Confirmed,0,41.96797,0.00843,-0.00725,0,4.32,5.26,-3.03,0
K2-139 b,Published Confirmed,0,28.38236,0.00026,-0.00026,0,123.00021,26.37989,-23.83725,0
K2-140 b,Published Confirmed,0,6.5693,0.000017,-0.00002,0,323.86877,22.2481,-22.2481,0
K2-140 b,Published Confirmed,0,6.569188,0.000031,-0.000031,0,295.58042,12.71314,-12.71314,0
K2-141 b,Published Confirmed,0,0.2803226,0.0000013,-0.0000013,0,5.31,0.46,-0.46,0
K2-141 b,Published Confirmed,0,0.28,,,0,5.16,0.35,-0.34,0
K2-141 b,Published Confirmed,0,0.2803244,0.0000015,-0.0000015,0,5.08,0.41,-0.41,0
K2-141 c,Published Confirmed,0,7.7485,0.00022,-0.00022,0,7.4,,,1
K2-146 b,Published Confirmed,0,2.6698,0.0001,-0.0001,0,5.6,0.7,-0.7,0
K2-146 b,Published Confirmed,0,2.6446,0.00006,-0.00006,0,5.77,0.18,-0.18,0
K2-146 c,Published Confirmed,0,4.00498,0.00011,-0.00011,0,7.49,0.24,-0.24,0
K2-146 c,Published Confirmed,0,3.9663,0.0002,-0.00002,0,7.1,0.9,-0.9,0
K2-18 b,Published Confirmed,0,32.940045,0.00001,-0.00001,0,8.63,1.35,-1.35,0
K2-18 b,Published Confirmed,0,32.939623,0.000095,-0.0001,0,8.92,1.7,-1.6,0
K2-18 b,Published Confirmed,0,32.93963,0.0001,-0.0001,0,7.96,1.91,-1.91,0
K2-180 b,Published Confirmed,0,8.8665,0.0003,-0.0003,0,11.44182,1.90697,-1.90697,0
K2-19 b,Published Confirmed,0,7.921101,0.000069,-0.000069,0,44,12,-12,0
K2-19 b,Published Confirmed,0,7.9194,0.00005,-0.00005,0,28.5,5.4,-5,0
K2-19 b,Published Confirmed,0,7.91951,0.0004,-0.00012,0,54.4,8.9,-8.9,0
K2-19 c,Published Confirmed,0,11.90727,0.00058,-0.00058,0,15.9,7.7,-2.8,0
K2-19 c,Published Confirmed,0,11.9066,0.0021,-0.0014,0,7.5,3,-1.4,0
K2-19 c,Published Confirmed,0,11.90715,0.0015,-0.0015,0,25.6,7.1,-7.1,0
K2-19 d,Published Confirmed,0,2.50856,0.00041,-0.00041,0,14,,,1
K2-216 b,Published Confirmed,0,2.1748,0.00005,-0.00005,0,8,1.6,-1.6,0
K2-22 b,Published Confirmed,0,0.381078,0.000001,-0.000001,0,444.962,,,1
K2-229 b,Published Confirmed,0,0.584249,0.000014,-0.000014,0,2.59,0.43,-0.43,0
K2-229 b,Published Confirmed,0,0.584,,,0,2.49,0.42,-0.43,0
K2-229 c,Published Confirmed,0,8.32834,0.00045,-0.00045,0,21.3,,,1
K2-232 b,Published Confirmed,0,11.168454,0.000023,-0.000023,0,126.49634,11.75971,-11.75971,0
K2-232 b,Published Confirmed,0,11.168459,0.000017,-0.000017,0,123.00021,13.98452,-13.34886,0
K2-233 b,Published Confirmed,0,2.4675,0.00004,-0.00004,0,11.26,,,1
K2-233 c,Published Confirmed,0,7.06005,0.00024,-0.00027,0,12.81,,,1
K2-233 d,Published Confirmed,0,24.3645,0.00068,-0.00068,0,21.14,,,1
K2-237 b,Published Confirmed,0,2.18056,0.00002,-0.00002,0,508.528,34.9613,-34.9613,0
K2-237 b,Published Confirmed,0,2.1805577,0.0000057,-0.0000057,0,392.83788,13.98452,-13.98452,0
K2-238 b,Published Confirmed,0,3.20466,0.00003,-0.00003,0,273.3338,41.3179,-38.1396,0
K2-24 b,Published Confirmed,0,20.88977,0.00034,-0.00035,0,19,2.2,-2.1,0
K2-24 b,Published Confirmed,0,20.8851,0.0003,-0.0003,0,19.8,4.5,-4.4,0
K2-24 b,Published Confirmed,0,20.8851,0.0003,-0.0003,0,21,5.4,-5.4,0
K2-24 c,Published Confirmed,0,42.3633,0.0006,-0.0006,0,27,6.9,-6.9,0
K2-24 c,Published Confirmed,0,42.3391,0.0012,-0.0012,0,15.4,1.9,-1.8,0
K2-24 c,Published Confirmed,0,42.3633,0.0006,-0.0006,0,26,5.8,-6.1,0
K2-260 b,Published Confirmed,0,2.6266657,0.0000018,-0.0000018,0,451.3186,98.5273,-101.7056,0
K2-261 b,Published Confirmed,0,11.63344,0.00012,-0.00012,0,70.87609,9.85273,-9.85273,0
K2-263 b,Published Confirmed,0,50.818947,0.000094,-0.000094,0,14.8,3.1,-3.1,0
K2-265 b,Published Confirmed,0,2.369172,0.000089,-0.000089,0,6.54,0.84,-0.84,0
K2-266 d,Published Confirmed,0,14.697,0.00034,-0.00035,0,8.9,5.7,-3.8,0
K2-266 e,Published Confirmed,0,19.482,0.0012,-0.0012,0,14.3,6.4,-5,0
K2-27 b,Published Confirmed,0,6.771315,0.000085,-0.000085,0,30.9,4.6,-4.6,0
K2-27 b,Published Confirmed,0,6.77145,0.00013,-0.00013,0,29.1,7.5,-7.4,0
K2-280 b,Published Confirmed,0,19.89526,0.00028,-0.00028,0,37.1,5.6,-5.6,0
K2-285 b,Published Confirmed,0,3.471745,0.000044,-0.000046,0,9.68,1.21,-1.37,0
K2-285 c,Published Confirmed,0,7.138048,0.000072,-0.000063,0,15.68,2.28,-2.13,0
K2-285 d,Published Confirmed,0,10.45582,0.00025,-0.00023,0,6.5,,,1
K2-285 e,Published Confirmed,0,14.76289,0.00065,-0.00061,0,10.7,,,1
K2-287 b,Published Confirmed,0,14.893291,0.000025,-0.000025,0,100.11645,8.58141,-8.58141,0
K2-29 b,Published Confirmed,0,3.2589263,0.0000015,-0.0000015,0,194.82979,8.58141,-8.26358,0
K2-29 b,Published Confirmed,0,3.2588321,0.0000019,-0.0000019,0,232.0159,12.7132,-12.7132,0
K2-290 b,Published Confirmed,0,9.21165,0.00033,-0.00034,0,10.9,,,1
K2-290 c,Published Confirmed,0,48.36685,0.00041,-0.0004,0,246.00042,14.93801,-14.93801,0
K2-291 b,Published Confirmed,0,2.225,,,0,6.4,1.1,-1.1,0
K2-291 b,Published Confirmed,0,2.225177,0.000066,-0.000068,0,6.49,1.16,-1.16,0
K2-292 b,Published Confirmed,0,16.9841,0.0008,-0.0008,0,24.5,4.4,-4.4,0
K2-295 b,Published Confirmed,0,4.024867,0.000015,-0.000015,0,106.47305,19.70546,-19.70546,0
K2-3 b,Published Confirmed,0,10.05454,0.00003,-0.00003,0,6.6,1.1,-1.1,0
K2-3 b,Published Confirmed,0,10.05429,0.00022,-0.00022,0,8.4,2.1,-2.1,0
K2-3 b,Published Confirmed,0,10.054626,0.00001,-0.000011,0,6.48,0.99,-0.93,0
K2-3 b,Published Confirmed,0,10.05403,0.0026,-0.0025,0,8.1,2,-1.9,0
K2-3 c,Published Confirmed,0,24.6491,0.0033,-0.0033,0,2.1,2.1,-1.3,0
K2-3 c,Published Confirmed,0,24.64638,0.00017,-0.00017,0,3.1,1.3,-1.2,0
K2-3 c,Published Confirmed,0,24.646582,0.000041,-0.00004,0,2.14,1.08,-1.04,0
K2-3 c,Published Confirmed,0,24.6454,0.0013,-0.0013,0,4.2,,,1
K2-3 d,Published Confirmed,0,44.55764,0.00042,-0.00042,0,1.8,,,1
K2-3 d,Published Confirmed,0,44.5631,0.0063,-0.0055,0,7.5,3,-3,0
K2-3 d,Published Confirmed,0,44.55646,0.00011,-0.0001,0,2.8,,,0
K2-3 d,Published Confirmed,0,44.5705,0.0059,-0.0059,0,11.1,3.5,-3.5,0
K2-30 b,Published Confirmed,0,4.098507,0.000028,-0.000028,0,198.00809,9.85273,-9.85273,0
K2-30 b,Published Confirmed,0,4.098503,0.000011,-0.000011,0,184.02357,8.89924,-8.58141,0
K2-30 b,Published Confirmed,0,4.09849,0.00002,-0.00002,0,187.20187,7.31009,-6.99226,0
K2-31 b,Published Confirmed,0,1.25785,0.000002,-0.000002,0,590.1,25.7,-25.9,0
K2-31 b,Published Confirmed,0,1.25785,0.000002,-0.000002,0,563.83042,25.10857,-25.10857,0
K2-32 b,Published Confirmed,0,8.992,0.00008,-0.00008,0,15,1.8,-1.7,0
K2-32 b,Published Confirmed,0,8.99218,0.0002,-0.0002,0,21.1,5.9,-5.9,0
K2-32 b,Published Confirmed,0,8.99213,0.00016,-0.00016,0,16.5,2.7,-2.7,0
K2-32 c,Published Confirmed,0,20.6602,0.0017,-0.0017,0,12.1,,,1
K2-32 c,Published Confirmed,0,20.66093,0.0008,-0.00079,0,8.1,2.4,-2.4,0
K2-32 c,Published Confirmed,0,20.65614,0.00598,-0.00598,0,8.1,,,1
K2-32 d,Published Confirmed,0,31.7154,0.0022,-0.0022,0,10.3,4.7,-4.7,0
K2-32 d,Published Confirmed,0,31.71701,0.00101,-0.00096,0,6.7,2.5,-2.5,0
K2-32 d,Published Confirmed,0,31.71922,0.00236,-0.00236,0,35,,,1
K2-32 e,Published Confirmed,0,4.34934,0.00039,-0.00039,0,2.1,1.3,-1.1,0
K2-329 b,Published Confirmed,0,12.4551225,0.0000031,-0.0000031,0,82.6358,6.3566,-6.99226,0
K2-33 b,Published Confirmed,0,5.42513,0.00028,-0.00029,0,1144.188,,,1
K2-33 b,Published Confirmed,0,5.424865,0.000035,-0.000031,0,1175.971,,,1
K2-34 b,Published Confirmed,0,2.995607,0.000017,-0.000017,0,559.3808,41.3179,-41.3179,0
K2-34 b,Published Confirmed,0,2.99561,0.000017,-0.000017,0,352.7913,149.3801,-149.3801,0
K2-34 b,Published Confirmed,0,2.995654,0.000018,-0.000018,0,563.51259,27.33338,-27.33338,0
K2-34 b,Published Confirmed,0,2.995629,0.000006,-0.000006,0,539.67534,19.38763,-15.8915,0
K2-36 b,Published Confirmed,0,1.422614,0.000038,-0.000038,0,3.9,1.1,-1.1,0
K2-36 c,Published Confirmed,0,5.340888,0.000086,-0.000086,0,7.8,2.3,-2.3,0
K2-38 b,Published Confirmed,0,4.01593,0.0005,-0.0005,0,19.0698,9.5349,-9.5349,0
K2-38 b,Published Confirmed,0,4.01593,0.0005,-0.0005,0,12,2.9,-2.9,0
K2-38 c,Published Confirmed,0,10.56103,0.0009,-0.0009,0,9.9,4.6,-4.6,0
K2-39 b,Published Confirmed,0,4.60543,0.00046,-0.00046,0,28.6047,15.8915,-15.8915,0
K2-39 b,Published Confirmed,0,4.60497,0.00077,-0.00077,0,39.8,4.4,-4.4,0
K2-39 b,Published Confirmed,0,4.60543,0.00046,-0.00046,0,50.3,9.7,-9.4,0
K2-60 b,Published Confirmed,0,3.00265,0.00004,-0.00004,0,135.39558,11.75971,-11.75971,0
K2-66 b,Published Confirmed,0,5.06963,0.00081,-0.00081,0,21.3,3.6,-3.6,0
K2-77 b,Published Confirmed,0,8.199796,0.000683,-0.000719,0,603.877,,,1
K2-97 b,Published Confirmed,0,8.4061,0.0015,-0.0015,0,349.613,34.9613,-34.9613,0
K2-97 b,Published Confirmed,0,8.4061,0.0015,-0.0015,0,152.5584,22.2481,-22.2481,0
K2-98 b,Published Confirmed,0,10.13675,0.00033,-0.00033,0,32.2,8.1,-8.1,0
K2-99 b,Published Confirmed,0,18.249,0.001,-0.001,0,308.2951,28.6047,-28.6047,0
KELT-1 b,Published Confirmed,0,1.217514,0.000015,-0.000015,0,8654.15,158.908,-152.552,0
KELT-10 b,Published Confirmed,0,4.1662739,0.0000063,-0.0000063,0,215.80657,12.39537,-12.07754,0
KELT-11 b,Published Confirmed,0,4.736529,0.000068,-0.000059,0,61.97685,6.03877,-5.72094,0
KELT-11 b,Published Confirmed,0,4.7361,0.00003,-0.00003,0,54.34893,4.76745,-4.76745,0
KELT-12 b,Published Confirmed,0,5.031623,0.000032,-0.000031,0,301.9385,44.4962,-44.4962,0
KELT-14 b,Published Confirmed,0,1.7100566,0.0000032,-0.0000026,0,408.09372,10.17056,-10.17056,0
KELT-14 b,Published Confirmed,0,1.7100588,0.0000025,-0.0000025,0,380.12468,22.88376,-22.88376,0
KELT-15 b,Published Confirmed,0,3.329441,0.000016,-0.000016,0,289.2253,66.7443,-69.9226,0
KELT-15 b,Published Confirmed,0,3.32944,0.000016,-0.000016,0,416.3573,136.6669,-136.6669,0
KELT-16 b,Published Confirmed,0,0.9689951,0.0000024,-0.0000024,0,874.0325,50.8528,-47.6745,0
KELT-17 b,Published Confirmed,0,3.0801716,0.0000053,-0.0000052,0,416.3573,88.9924,-92.1707,0
KELT-18 b,Published Confirmed,0,2.8717518,0.0000028,-0.0000028,0,375.0394,34.9613,-34.9613,0
KELT-19 A b,Published Confirmed,0,4.6117093,0.0000088,-0.0000088,0,1293.5681,,,1
KELT-2 A b,Published Confirmed,0,4.11379,0.00001,-0.00001,0,540.311,69.9226,-69.9226,0
KELT-2 A b,Published Confirmed,0,4.1137912,0.00001,-0.0000099,0,483.717,24.7897,-24.4719,0
KELT-2 A b,Published Confirmed,0,4.113791,0.00001,-0.00001,0,485.32641,27.65121,-27.96904,0
KELT-20 b,Published Confirmed,0,3.4741085,0.0000019,-0.0000019,0,1074.90106,,,1
KELT-20 b,Published Confirmed,0,3.474119,0.000005,-0.000006,0,5403.11,,,1
KELT-21 b,Published Confirmed,0,3.6127647,0.0000033,-0.0000033,0,1242.7153,,,1
KELT-23 A b,Published Confirmed,0,2.255251,0.000011,-0.000012,0,298.12454,15.25584,-13.98452,0
KELT-24 b,Published Confirmed,0,5.5514926,0.0000081,-0.000008,0,1646.3594,66.7443,-69.9226,0
KELT-3 b,Published Confirmed,0,2.70339,0.00001,-0.00001,0,616.5902,104.8839,-104.8839,0
KELT-3 b,Published Confirmed,0,2.7033904,0.0000099,-0.00001,0,469.415,20.976,-20.34,0
KELT-3 b,Published Confirmed,0,2.70339,0.00001,-0.00001,0,469.75274,20.02329,-19.70546,0
KELT-4 A b,Published Confirmed,0,2.9895932,0.0000049,-0.0000049,0,286.68266,19.0698,-18.75197,0
KELT-6 b,Published Confirmed,0,7.8457,0.0002,-0.0002,0,136.661,14.302,-14.62,0
KELT-6 b,Published Confirmed,0,7.845582,0.000007,-0.000007,0,140.48086,6.03877,-6.03877,0
KELT-6 b,Published Confirmed,0,7.8457,0.0002,-0.0002,0,165.2716,38.1396,-38.1396,0
KELT-7 b,Published Confirmed,0,2.7347749,0.0000039,-0.0000039,0,406.8224,57.2094,-57.2094,0
KELT-7 b,Published Confirmed,0,2.73477,0.000004,-0.000004,0,441.7837,69.9226,-69.9226,0
KELT-8 b,Published Confirmed,0,3.24406,0.00016,-0.00016,0,272.69814,16.84499,-16.20933,0
KELT-8 b,Published Confirmed,0,3.24406,0.00016,-0.00016,0,209.7678,38.1396,-38.1396,0
KELT-8 b,Published Confirmed,0,3.24406,0.00016,-0.00016,0,275.55861,20.65895,-19.38763,0
KELT-9 b,Published Confirmed,0,1.4811235,0.0000011,-0.0000011,0,915.3504,266.9772,-266.9772,0
KIC 5095269 b,Published Confirmed,0,237.68977,0.08237,-0.08237,0,2445.06619,17.16282,-17.16282,0
KOI-12 b,Published Confirmed,0,17.855182,0.000008,-0.000006,0,349.613,1112.405,-254.264,0
KOI-12 b,Published Confirmed,0,17.85523,0.000001,-0.000001,0,1690.8556,1941.9413,-1941.9413,0
KOI-12 b,Published Confirmed,0,17.8552333,0.0000009,-0.0000009,0,3178.3,,,1
KOI-1257 b,Published Confirmed,0,86.647661,0.000034,-0.000034,0,460.83,111.24,-111.24,0
KOI-13 b,Published Confirmed,0,1.76358799,0.00000037,-0.00000037,0,2070.66245,500.58225,-500.58225,0
KOI-13 b,Published Confirmed,0,1.763588,0.000001,-0.000001,0,2949.4624,50.8528,-50.8528,0
KOI-142 b,Published Confirmed,0,10.91647,0.00014,-0.00014,0,9.5,1.1,-1.1,0
KOI-142 b,Published Confirmed,0,10.95416,0.00011,-0.00013,0,8.7,2.5,-2.5,0
KOI-142 c,Published Confirmed,0,22.3395,0.0019,-0.0017,0,198.8,9.2,-10.6,0
KOI-142 c,Published Confirmed,0,22.26492,0.00067,-0.00067,0,214.1,5.2,-5.2,0
KOI-1599.01,Published Confirmed,0,20.4415,0.0013,-0.0013,0,4.6,0.3,-0.3,0
KOI-1599.02,Published Confirmed,0,13.6088,0.0006,-0.0006,0,9,0.3,-0.3,0
KOI-1783.01,Published Confirmed,0,134.4628,0.0033,-0.0035,0,71,11.2,-9.2,0
KOI-1783.02,Published Confirmed,0,284.215,0.026,-0.021,0,15,4.3,-3.6,0
KOI-1831 d,Published Confirmed,0,34.169,,,0,2.23,0.5,-0.84,0
KOI-1833 d,Published Confirmed,0,7.685,,,0,11.02,,,1
KOI-3503 b,Published Confirmed,0,21.185,,,0,9.2,,,1
KOI-3503 c,Published Confirmed,0,31.828,,,0,10.36,,,1
KOI-351 g,Published Confirmed,0,210.603,,,0,254.264,,,1
KOI-351 h,Published Confirmed,0,331.601,,,0,381.396,,,1
KOI-3680 b,Published Confirmed,0,141.241671,0.000086,-0.000086,0,613.4119,60.3877,-66.7443,0
KOI-94 b,Published Confirmed,0,3.743208,0.000015,-0.000015,0,10.5,4.6,-4.6,0
KOI-94 c,Published Confirmed,0,10.423648,0.000016,-0.000016,0,15.6,5.7,-15.6,0
KOI-94 c,Published Confirmed,0,10.4236892,0.0000054,-0.0000054,0,9.4,2.4,-2.1,0
KOI-94 c,Published Confirmed,0,10.424,,,0,7.8,3,-2.4,0
KOI-94 d,Published Confirmed,0,22.343,,,0,58.4,11.9,-0.6,0
KOI-94 d,Published Confirmed,0,22.3429704,0.0000036,-0.0000036,0,52.1,6.9,-7.1,0
KOI-94 d,Published Confirmed,0,22.342989,0.0000067,-0.0000067,0,106,11,-11,0
KOI-94 e,Published Confirmed,0,54.319832,0.000035,-0.000035,0,13,2.5,-2.1,0
KOI-94 e,Published Confirmed,0,54.32031,0.00012,-0.00012,0,35,18,-28,0
KPS-1 b,Published Confirmed,0,1.706291,0.000059,-0.000059,0,346.4347,27.33338,-27.65121,0
Kepler-10 b,Published Confirmed,0,0.837491,0.000002,-0.000002,0,4.60853,1.27132,-1.46202,0
Kepler-10 b,Published Confirmed,0,0.837501,0.000005,-0.000004,0,3.24,0.28,-0.28,0
Kepler-10 b,Published Confirmed,0,0.837,,,0,3.57,0.51,-0.53,0
Kepler-10 b,Published Confirmed,0,0.8374912,0.0000003,-0.0000003,0,4.6,1.26,-1.26,0
Kepler-10 b,Published Confirmed,0,0.8374907,0.0000002,-0.0000002,0,3.33,0.49,-0.49,0
Kepler-10 b,Published Confirmed,0,0.8374907,0.0000002,-0.0000002,0,3.72,0.42,-0.42,0
Kepler-10 b,Published Confirmed,0,0.837495,0.000004,-0.000005,0,4.56,1.17,-1.29,0
Kepler-10 c,Published Confirmed,0,45.29485,0.00065,-0.00076,0,20,,,1
Kepler-10 c,Published Confirmed,0,45.294301,0.000048,-0.000048,0,13.98,1.79,-1.79,0
Kepler-10 c,Published Confirmed,0,45.294301,0.000048,-0.000048,0,17.2,1.9,-1.9,0
