pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim
WASP-42 b,Published Confirmed,0,4.9816819,0.0000011,-0.0000011,0,167.49641,8.89924,-8.89924,0,0.89,0.03,-0.03,0,0.95,0.06,-0.06,0,4.4,4.4,-3.4,0
WASP-44 b,Published Confirmed,0,2.4238133,0.0000023,-0.0000023,0,279.05474,20.65895,-21.29461,0,0.93,0.07,-0.06,0,0.95,0.03,-0.03,0,10.3,2.7,-5,0
WASP-44 b,Published Confirmed,0,2.4238039,0.0000087,-0.0000087,0,282.539,19.705,-19.705,0,0.93,0.07,,0,0.95,0.03,,0,,,,
WASP-45 b,Published Confirmed,0,3.12609,0.000003,-0.000003,0,330.5432,92.1707,-92.1707,0,0.96,0.1,-0.1,0,0.95,0.39,-0.39,0,,,,
WASP-57 b,Published Confirmed,0,2.838971,0.000002,-0.000002,0,213.573,15.573,-14.62,0,0.84,0.07,-0.16,0,0.95,0.03,-0.03,0,2.6,2.2,-1.8,0
XO-2 N b,Published Confirmed,0,2.615864,0.0000016,-0.0000016,0,176.39565,20.65895,-19.70546,0,0.97,0.03,-0.04,0,0.95,0.07,-0.08,0,1.9,6.5,-2.7,0
55 Cnc e,Published Confirmed,0,0.73654,0.000003,-0.000003,0,8.63,0.35,-0.35,0,0.94,0.01,-0.01,0,0.96,0.05,-0.03,0,,,,
BD+20 594 b,Published Confirmed,0,41.6855,0.003,-0.0031,0,16.3,6,-6.1,0,0.93,0.06,-0.04,0,0.96,0.03,-0.03,0,3.34,1.95,-1.49,0
CoRoT-2 b,Published Confirmed,0,1.7429935,0.000001,-0.000001,0,1102.82,69.92,-69.92,0,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,2.7,3.2,-2.7,0
CoRoT-9 b,Published Confirmed,0,95.2738,0.0014,-0.0014,0,262.52758,26.37989,-26.37989,0,0.94,0.06,-0.06,0,0.96,0.08,-0.08,0,,,,
CoRoT-9 b,Published Confirmed,0,95.272656,0.000068,-0.000068,0,268.88418,17.79848,-18.11631,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,6,3,-3,0
CoRoT-9 b,Published Confirmed,0,95.272656,0.000068,-0.000068,0,266.9772,15.8915,-15.8915,0,0.96,0.06,-0.06,0,0.96,0.04,-0.04,0,6,3,-3,0
DS Tuc A b,Published Confirmed,0,8.1387,0.0005,-0.0005,0,413.179,,,1,0.87,0.03,-0.03,0,0.96,0.03,-0.03,0,0.04,0.005,-0.005,0
HATS-13 b,Published Confirmed,0,3.0440499,0.0000027,-0.0000027,0,172.58169,22.88376,-22.88376,0,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0,2.5,1.7,-1.7,0
HATS-13 b,Published Confirmed,0,3.0440499,0.0000027,-0.0000027,0,188.15536,27.65121,-31.14734,0,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0,2.5,1.7,-1.7,0
HATS-53 b,Published Confirmed,0,3.8537768,0.0000038,-0.0000038,0,189.10885,28.28687,-28.28687,0,1.1,0.03,-0.02,0,0.96,0.04,-0.04,0,9,1.9,-1.9,0
K2-140 b,Published Confirmed,0,6.569188,0.000031,-0.000031,0,295.58042,12.71314,-12.71314,0,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0,9.8,3.4,-4.6,0
KOI-142 b,Published Confirmed,0,10.95416,0.00011,-0.00013,0,8.7,2.5,-2.5,0,0.88,0.03,-0.04,0,0.96,0.04,-0.05,0,2.2,2.4,-2,0
KOI-142 c,Published Confirmed,0,22.3395,0.0019,-0.0017,0,198.8,9.2,-10.6,0,0.88,0.03,-0.04,0,0.96,0.04,-0.05,0,2.2,2.4,-2,0
Kepler-105 c,Published Confirmed,0,7.1262,0.0002,-0.0002,0,4.6,0.92,-0.85,0,0.89,0.04,-0.04,0,0.96,0.05,-0.05,0,,,,
Kepler-11 b,Published Confirmed,0,10.3039,0.0006,-0.001,0,1.9,1.4,-1,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.5,1.1,-1.4,0
Kepler-11 c,Published Confirmed,0,13.0241,0.0013,-0.0008,0,2.9,2.9,-1.6,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.5,1.1,-1.4,0
Kepler-11 d,Published Confirmed,0,22.6845,0.0009,-0.0009,0,7.3,0.8,-1.5,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.5,1.1,-1.4,0
Kepler-11 e,Published Confirmed,0,31.9996,0.0008,-0.0012,0,8,1.5,-2.1,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.5,1.1,-1.4,0
Kepler-11 f,Published Confirmed,0,46.6888,0.0027,-0.0032,0,2,0.8,-0.9,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.5,1.1,-1.4,0
Kepler-11 g,Published Confirmed,0,118.3807,0.001,-0.0006,0,25,,,1,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.5,1.1,-1.4,0
Kepler-47 b,Published Confirmed,0,49.4643,0.0081,-0.0074,0,2.07,23.7,-2.07,0,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,
Kepler-47 c,Published Confirmed,0,303.227,0.062,-0.027,0,3.17,2.18,-1.25,0,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,
Kepler-47 d,Published Confirmed,0,187.366,0.069,-0.051,0,19.02,23.84,-11.67,0,0.94,0.01,-0.01,0,0.96,0.01,-0.01,0,,,,
Kepler-48 b,Published Confirmed,0,4.778,,,0,14.3,4.3,-4.5,0,0.85,,,0,0.96,,,0,,,,
Kepler-48 c,Published Confirmed,0,9.674,,,0,9.8,3.3,-3.4,0,0.85,,,0,0.96,,,0,,,,
WASP-19 b,Published Confirmed,0,0.7888396,0.000001,-0.000001,0,367.72931,24.15508,-24.79074,0,0.94,0.04,-0.04,0,0.96,0.09,-0.1,0,5.5,8.5,-4.5,0
WASP-34 b,Published Confirmed,0,4.31768,0.000005,-0.000005,0,177.9848,54.0311,-54.0311,0,0.91,0.08,-0.08,0,0.96,0.45,-0.45,0,,,,
WASP-46 b,Published Confirmed,0,1.43037,0.0000023,-0.0000023,0,667.733,23.201,-23.201,0,0.92,0.03,,0,0.96,0.03,,0,,,,
WASP-5 b,Published Confirmed,0,1.6284279,0.0000022,-0.0000049,0,502.15,41.32,-31.78,0,1.03,0.06,-0.07,0,0.96,0.13,-0.09,0,5.4,4.4,-4.3,0
XO-2 N b,Published Confirmed,0,2.61585922,0.00000028,-0.00000028,0,189.10885,6.99226,-6.67443,0,1,0.03,-0.03,0,0.96,0.05,-0.05,0,7.8,1.2,-1.3,0
CoRoT-2 b,Published Confirmed,0,1.7429975,0.0000002,-0.0000002,0,1052.0173,50.8528,-50.8528,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,,,,
CoRoT-2 b,Published Confirmed,0,1.74299673,0.00000031,-0.00000031,0,1048.839,60.3877,-57.2094,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,2.7,3.2,-2.7,0
CoRoT-29 b,Published Confirmed,0,2.85057,0.000006,-0.000006,0,266.9772,41.3179,-38.1396,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0,4,4,-3,0
CoRoT-29 b,Published Confirmed,0,2.85057,0.000006,-0.000006,0,270.1555,63.566,-63.566,0,0.9,0.12,-0.12,0,0.97,0.14,-0.14,0,4.5,3.5,-3.5,0
HATS-14 b,Published Confirmed,0,2.7667641,0.0000027,-0.0000027,0,340.39593,22.2481,-22.2481,0,0.93,0.02,-0.01,0,0.97,0.02,-0.02,0,4.9,1.7,-1.7,0
HATS-14 b,Published Confirmed,0,2.766764,0.000003,-0.000002,0,340.0781,22.2481,-22.2481,0,0.93,0.02,-0.02,0,0.97,0.02,-0.02,0,4.9,1.7,-1.7,0
HATS-14 b,Published Confirmed,0,2.7667641,0.0000027,-0.0000027,0,339.76027,29.87602,-30.82951,0,0.93,0.02,-0.01,0,0.97,0.02,-0.02,0,4.9,1.7,-1.7,0
HATS-16 b,Published Confirmed,0,2.686502,0.000011,-0.000011,0,1039.3041,60.3877,-60.3877,0,1.24,0.1,-0.13,0,0.97,0.04,-0.04,0,9.5,1.8,-1.8,0
HD 80606 b,Published Confirmed,0,111.4357,0.0008,-0.0008,0,1252.2,34.96,-34.96,0,0.98,0.01,,0,0.97,0.04,,0,,,,
K2-60 b,Published Confirmed,0,3.00265,0.00004,-0.00004,0,135.39558,11.75971,-11.75971,0,1.12,0.05,-0.05,0,0.97,0.07,-0.07,0,10,3,-3,0
Kepler-18 b,Published Confirmed,0,3.504725,0.000028,-0.000028,0,6.9,3.4,-3.4,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0,10,2.3,-2.3,0
Kepler-18 c,Published Confirmed,0,7.64159,0.00003,-0.00003,0,17.3,1.9,-1.9,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0,10,2.3,-2.3,0
Kepler-18 d,Published Confirmed,0,14.85888,0.00004,-0.00004,0,16.4,1.4,-1.4,0,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0,10,2.3,-2.3,0
Kepler-22 b,Published Confirmed,0,289.8623,0.0016,-0.002,0,36,,,1,0.98,0.02,-0.02,0,0.97,0.06,-0.06,0,,,,
Kepler-24 b,Published Confirmed,0,8.145,,,0,33.3,10.8,-8.1,0,1.09,,,0,0.97,,,0,,,,
Kepler-24 c,Published Confirmed,0,12.333,,,0,33.6,13,-9.5,0,1.09,,,0,0.97,,,0,,,,
Kepler-254 c,Published Confirmed,0,12.412,,,0,3.2,3.7,-2.7,0,0.89,,,0,0.97,,,0,,,,
Kepler-282 d,Published Confirmed,0,24.806,,,0,61,35.9,-36.1,0,0.89,0.36,-0.07,0,0.97,0.1,-0.12,0,,,,
Kepler-282 e,Published Confirmed,0,44.347,,,0,56.2,16.2,-16.7,0,0.89,0.36,-0.07,0,0.97,0.1,-0.12,0,,,,
Kepler-82 b,Published Confirmed,0,26.444,,,0,51,9.2,-7.6,0,0.93,,,0,0.97,,,0,,,,
Kepler-82 c,Published Confirmed,0,51.535,,,0,18.4,6,-4.8,0,0.93,,,0,0.97,,,0,,,,
Kepler-85 c,Published Confirmed,0,12.513,,,0,20.9,6.2,-5.6,0,0.87,,,0,0.97,,,0,,,,
TOI-132 b,Published Confirmed,0,2.1097019,0.000012,-0.000011,0,22.4,1.9,-1.92,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,6.34,0.42,-2.35,0
TOI-905 b,Published Confirmed,0,3.739494,0.000038,-0.000038,0,211.99261,13.34886,-13.03103,0,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0,3.4,3.8,-2.3,0
WASP-163 b,Published Confirmed,0,1.6096884,0.0000015,-0.0000015,0,594.3421,66.7443,-66.7443,0,1.01,0.07,-0.07,0,0.97,0.15,-0.15,0,,,,
WASP-19 b,Published Confirmed,0,0.79,,,0,362.3262,,,0,1.03,0.04,-0.06,0,0.97,0.13,-0.12,0,,,,
WASP-19 b,Published Confirmed,0,0.78884,0.0000003,-0.0000003,0,371.21,7.31,-7.31,0,0.99,0.02,,0,0.97,0.02,,0,,,,
WASP-19 b,Published Confirmed,0,0.788839,0.0000002,-0.0000002,0,370.27195,21.61244,-21.61244,0,0.99,0.03,-0.03,0,0.97,0.08,-0.08,0,,,,
WASP-4 b,Published Confirmed,0,1.33823187,0.00000025,-0.00000025,0,393.139,20.34,-20.34,0,0.89,0.05,-0.06,0,0.97,0.15,-0.09,0,,,,
WASP-5 b,Published Confirmed,0,1.6284296,0.0000048,-0.0000037,0,502.15,41.32,-25.43,0,1.03,0.07,-0.04,0,0.97,0.1,-0.08,0,3.05,1.35,-1.35,0
XO-2 N b,Published Confirmed,0,2.61585922,0.00000028,-0.00000028,0,189.737,6.674,-6.674,0,1.01,0.1,-0.07,0,0.97,0.05,-0.05,0,7.9,2.3,-3,0
XO-2 N b,Published Confirmed,0,2.615864,0.0000016,-0.0000016,0,179.566,17.162,-17.162,0,0.98,0.02,,0,0.97,0.03,,0,,,,
XO-2 N b,Published Confirmed,0,2.61586178,,,0,179.89178,7.94575,-7.94575,0,0.99,0.01,-0.01,0,0.97,,,0,,,,
CoRoT-30 b,Published Confirmed,0,9.06005,0.00024,-0.00024,0,921.707,69.9226,-69.9226,0,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0,3,3.7,-2.4,0
HAT-P-51 b,Published Confirmed,0,4.2180278,0.0000059,-0.0000059,0,98.84513,6.03877,-6.03877,0,1.04,0.04,-0.03,0,0.98,0.03,-0.03,0,8.2,1.7,-1.7,0
HAT-P-51 b,Published Confirmed,0,4.2180278,0.0000059,-0.0000059,0,98.20947,5.72094,-5.72094,0,1.04,0.04,-0.03,0,0.98,0.03,-0.03,0,8.2,1.7,-1.7,0
K2-30 b,Published Confirmed,0,4.098507,0.000028,-0.000028,0,198.00809,9.85273,-9.85273,0,0.94,0.04,-0.04,0,0.98,0.02,-0.02,0,,,,
Kepler-27 b,Published Confirmed,0,15.335,,,0,41.8,5,-5.9,0,0.86,,,0,0.98,,,0,,,,
Kepler-27 c,Published Confirmed,0,31.33,,,0,21.2,3.2,-3.7,0,0.86,,,0,0.98,,,0,,,,
Kepler-29 b,Published Confirmed,0,10.3384,0.0003,-0.0003,0,4.51,1.41,-1.47,0,0.93,0.06,-0.06,0,0.98,0.05,-0.05,0,,,,
Kepler-29 c,Published Confirmed,0,13.2884,0.0005,-0.0005,0,4,1.23,-1.29,0,0.93,0.06,-0.06,0,0.98,0.05,-0.05,0,,,,
Kepler-307 b,Published Confirmed,0,10.416,,,0,2.1,1.1,-0.8,0,1.08,,,0,0.98,,,0,,,,
Kepler-307 b,Published Confirmed,0,10.416,,,0,3.1,0.6,-0.5,0,1.08,0.41,-0.16,0,0.98,0.14,-0.09,0,,,,
Kepler-307 c,Published Confirmed,0,13.084,,,0,1.5,0.5,-0.4,0,1.08,0.41,-0.16,0,0.98,0.14,-0.09,0,,,,
Kepler-307 c,Published Confirmed,0,13.084,,,0,1.9,1.6,-1,0,1.08,,,0,0.98,,,0,,,,
Kepler-317 b,Published Confirmed,0,5.524,,,0,109.8,113.6,-95.9,0,0.94,,,0,0.98,,,0,,,,
Kepler-418 b,Published Confirmed,0,86.67856,0.00007,-0.00007,0,349.6,,,1,1.09,0.14,-0.14,0,0.98,0.08,-0.08,0,7,3,-4,0
Kepler-53 b,Published Confirmed,0,18.6489525,0.00016,-0.00016,0,5851,,,1,0.89,,,0,0.98,,,0,,,,
Kepler-53 c,Published Confirmed,0,38.5583038,0.00041,-0.00041,0,5002.43,,,1,0.89,,,0,0.98,,,0,,,,
Kepler-63 b,Published Confirmed,0,9.4341505,0.000001,-0.000001,0,120,,,1,0.9,0.03,-0.02,0,0.98,0.04,-0.04,0,0.21,0.045,-0.045,0
TrES-2 b,Published Confirmed,0,2.47061337,0.00000002,-0.00000002,0,385.20996,16.20933,-15.8915,0,1,0.03,-0.03,0,0.98,0.06,-0.06,0,5,2.7,-2.1,0
TrES-2 b,Published Confirmed,0,2.47061344,0.0000075,-0.0000075,0,380.744,16.844,-16.844,0,0.94,0.03,-0.03,0,0.98,0.06,-0.06,0,,,,
TrES-2 b,Published Confirmed,0,2.470621,0.000017,-0.000017,0,380.76034,16.84499,-16.84499,0,1,0.03,-0.03,0,0.98,0.06,-0.06,0,,,,
TrES-2 b,Published Confirmed,0,2.470621,0.000017,-0.000017,0,380.76034,16.84499,-16.84499,0,1,0.04,-0.03,0,0.98,0.06,-0.06,0,,,,
TrES-2 b,Published Confirmed,0,2.47063,,,0,381.396,16.20933,-16.84499,0,1,0.03,,0,0.98,0.06,,0,,,,
TrES-2 b,Published Confirmed,0,2.47061317,0.00000009,-0.00000009,0,380.44251,21.61244,-21.61244,0,1,0.04,-0.03,0,0.98,0.06,-0.06,0,,,,
WASP-135 b,Published Confirmed,0,1.4013794,0.0000008,-0.0000008,0,603.877,25.4264,-25.4264,0,0.96,0.05,-0.05,0,0.98,0.06,-0.06,0,0.6,1.4,-0.35,0
WASP-16 b,Published Confirmed,0,3.1186068,0.0000012,-0.0000012,0,264.43456,12.07754,-12.07754,0,1.09,0.04,-0.04,0,0.98,0.05,-0.05,0,8.6,3.4,-2.8,0
WASP-21 b,Published Confirmed,0,4.322506,0.0000031,-0.0000031,0,93.75985,9.5349,-9.5349,0,1.19,0.09,-0.09,0,0.98,0.14,-0.14,0,,,,
WASP-47 b,Published Confirmed,0,4.1591282,0.0000046,-0.0000046,0,370,29,-29,0,1.11,0.06,-0.06,0,0.98,0.1,-0.16,0,,,,
WASP-47 d,Published Confirmed,0,9.03079,0.00017,-0.00017,0,10.4,8.4,-8.4,0,1.11,0.06,-0.06,0,0.98,0.1,-0.16,0,,,,
WASP-47 e,Published Confirmed,0,0.789593,0.000012,-0.000012,0,12.2,3.7,-3.7,0,1.11,0.06,-0.06,0,0.98,0.1,-0.16,0,,,,
WASP-69 b,Published Confirmed,0,3.86814,0.000002,-0.000002,0,92.1707,9.5349,-9.5349,0,0.86,0.03,-0.03,0,0.98,0.14,-0.14,0,,,,
CoRoT-5 b,Published Confirmed,0,4.0379156,0.0000012,-0.0000012,0,145.88397,16.84499,-10.17056,0,1.11,0.04,-0.03,0,0.99,0.07,-0.07,0,6.31,1.74,-1.74,0
CoRoT-9 b,Published Confirmed,0,95.2738,0.0014,-0.0014,0,266.97,22.25,-22.25,0,0.94,0.04,-0.04,0,0.99,0.04,-0.04,0,,,,
HAT-P-17 b,Published Confirmed,0,10.33852,0.000009,-0.000009,0,184.3414,19.0698,-19.0698,0,0.87,0.04,-0.04,0,0.99,0.15,-0.15,0,,,,
HATS-1 b,Published Confirmed,0,3.446459,0.000004,-0.000004,0,556.2025,60.3877,-60.3877,0,1.04,0.13,-0.07,0,0.99,0.05,-0.05,0,6,2.8,-2.8,0
HATS-1 b,Published Confirmed,0,3.446459,0.000004,-0.000004,0,589.55,83.268,-62.292,0,1.04,0.13,,0,0.99,0.05,,0,,,,
HATS-25 b,Published Confirmed,0,4.2986432,0.0000045,-0.0000045,0,194.82979,13.34886,-13.34886,0,1.11,0.07,-0.07,0,0.99,0.04,-0.04,0,7.5,1.9,-1.9,0
KOI-1257 b,Published Confirmed,0,86.647661,0.000034,-0.000034,0,460.83,111.24,-111.24,0,1.13,0.14,-0.14,0,0.99,0.05,-0.05,0,9.3,3,-3,0
KOI-142 b,Published Confirmed,0,10.91647,0.00014,-0.00014,0,9.5,1.1,-1.1,0,0.9,0.02,-0.02,0,0.99,0.02,-0.02,0,,,,
KOI-142 c,Published Confirmed,0,22.26492,0.00067,-0.00067,0,214.1,5.2,-5.2,0,0.9,0.02,-0.02,0,0.99,0.02,-0.02,0,,,,
Kepler-30 b,Published Confirmed,0,29.329,0.022,-0.022,0,63.566,,,1,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,,,,
Kepler-30 b,Published Confirmed,0,29.33434,0.00815,-0.00815,0,11.3,1.4,-1.4,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,2,0.8,-0.8,0
Kepler-30 b,Published Confirmed,0,29.312,,,0,78.6,4.6,-8.3,0,0.87,,,0,0.99,,,0,,,,
Kepler-30 c,Published Confirmed,0,60.323105,0.000244,-0.000244,0,640,50,-50,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,2,0.8,-0.8,0
Kepler-30 c,Published Confirmed,0,60.3251,0.0008,-0.0008,0,2892.253,,,1,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,,,,
Kepler-30 c,Published Confirmed,0,60.326,,,0,1603.8,52.4,-133,0,0.87,,,0,0.99,,,0,,,,
Kepler-30 d,Published Confirmed,0,143.213,0.013,-0.013,0,5403.11,,,1,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,,,,
Kepler-30 d,Published Confirmed,0,143.34394,0.00858,-0.00858,0,23.1,2.7,-2.7,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,2,0.8,-0.8,0
Kepler-98 b,Published Confirmed,0,1.54168,,,0,3.55,1.6,-1.6,0,1.11,0.12,-0.12,0,0.99,0.06,-0.06,0,2.79,,,0
NGTS-15 b,Published Confirmed,0,3.27623,0.00001,-0.00001,0,238.68913,32.4185,-27.9689,0,0.95,0.08,-0.08,0,0.99,0.03,-0.03,0,3.28,4.23,-3.56,0
TrES-2 b,Published Confirmed,0,2.47061323,0.00000007,-0.00000007,0,383.30298,15.57367,-15.57367,0,0.96,0.02,-0.02,0,0.99,0.06,-0.06,0,3.4,2.1,-2.3,0
TrES-2 b,Published Confirmed,0,2.47061892,0.00000018,-0.00000012,0,382.03166,15.8915,-16.20933,0,0.95,0.03,-0.03,0,0.99,0.04,-0.05,0,3.1,2,-1.6,0
WASP-41 b,Published Confirmed,0,3.05240154,0.00000041,-0.00000041,0,310.51991,8.26358,-8.26358,0,0.89,0.01,-0.01,0,0.99,0.03,-0.03,0,1.2,1.1,-0.2,0
CoRoT-12 b,Published Confirmed,0,2.82805268,0.00000065,-0.00000065,0,277.46559,25.74423,-24.79074,0,1.05,0.05,-0.05,0,1,0.1,-0.1,0,6.17,3.69,-3.69,0
CoRoT-2 b,Published Confirmed,0,1.7429935,0.000001,-0.000001,0,1134.6531,50.8528,-50.8528,0,0.9,0.02,-0.02,0,1,0.05,-0.05,0,1.2,1.9,-2.1,0
CoRoT-5 b,Published Confirmed,0,4.0378962,0.0000019,-0.0000019,0,148.42,14.937,-7.628,0,1.19,0.04,-0.04,0,1,0.02,-0.02,0,6.9,1.4,-1.4,0
CoRoT-5 b,Published Confirmed,0,4.0378962,0.0000019,-0.0000019,0,151.92274,11.12405,-11.12405,0,1.19,0.04,-0.04,0,1,0.02,-0.02,0,6.9,1.4,-1.4,0
HAT-P-15 b,Published Confirmed,0,10.8635,0.000027,-0.000027,0,616.5902,95.349,-95.349,0,1.07,0.07,-0.07,0,1,0.23,-0.23,0,,,,
HAT-P-61 b,Published Confirmed,0,1.90231289,0.00000077,-0.00000077,0,335.94463,22.24799,-22.24799,0,0.94,0.01,-0.01,0,1,0.03,-0.03,0,2.6,2,-2,0
HATS-4 b,Published Confirmed,0,2.516729,0.000002,-0.000002,0,416.03947,12.7132,-12.39537,0,0.93,0.02,-0.02,0,1,0.02,-0.02,0,2.1,1.6,-1.6,0
HATS-4 b,Published Confirmed,0,2.516729,0.000002,-0.000002,0,420.471,8.899,-8.899,0,0.93,0.02,-0.02,0,1,0.02,-0.02,0,2.1,1.6,-1.6,0
HD 110113 b,Published Confirmed,0,2.541,0.0005,-0.001,0,4.55,0.62,-0.62,0,0.97,0.02,-0.02,0,1,0.06,-0.06,0,4,0.5,-0.5,0
K2-140 b,Published Confirmed,0,6.5693,0.000017,-0.00002,0,323.86877,22.2481,-22.2481,0,0.99,0.01,-0.01,0,1,0.02,-0.02,0,4.22,0.95,-0.95,0
K2-292 b,Published Confirmed,0,16.9841,0.0008,-0.0008,0,24.5,4.4,-4.4,0,1.09,0.03,-0.03,0,1,0.03,-0.03,0,6.8,2.3,-2.3,0
K2-31 b,Published Confirmed,0,1.25785,0.000002,-0.000002,0,590.1,25.7,-25.9,0,0.99,0.07,-0.07,0,1,0.06,-0.06,0,,,,
Kepler-106 b,Published Confirmed,0,6.16486,,,0,5.3,,,1,1.04,0.17,-0.17,0,1,0.06,-0.06,0,4.83,,,0
Kepler-106 c,Published Confirmed,0,13.5708,,,0,10.44,3.2,-3.2,0,1.04,0.17,-0.17,0,1,0.06,-0.06,0,4.83,,,0
Kepler-106 d,Published Confirmed,0,23.9802,,,0,8.1,,,1,1.04,0.17,-0.17,0,1,0.06,-0.06,0,4.83,,,0
Kepler-106 e,Published Confirmed,0,43.8445,,,0,11.17,5.8,-5.8,0,1.04,0.17,-0.17,0,1,0.06,-0.06,0,4.83,,,0
Kepler-29 b,Published Confirmed,0,10.3376,0.0002,-0.0002,0,127.1,,,1,0.96,0.14,-0.14,0,1,0.12,-0.12,0,,,,
Kepler-29 c,Published Confirmed,0,13.2907,0.0004,-0.0004,0,95.3,,,1,0.96,0.14,-0.14,0,1,0.12,-0.12,0,,,,
Kepler-349 b,Published Confirmed,0,5.93,,,0,94.5,70.8,-60.3,0,0.91,,,0,1,,,0,,,,
Kepler-350 c,Published Confirmed,0,17.848,,,0,7.2,8.5,-5.9,0,1.25,,,0,1,,,0,,,,
Kepler-350 c,Published Confirmed,0,17.849,,,0,6.1,3.3,-3.2,0,1.25,0.57,-0.24,0,1,0.2,-0.12,0,,,,
Kepler-350 d,Published Confirmed,0,26.136,,,0,14.8,12.3,-6.8,0,1.25,,,0,1,,,0,,,,
Kepler-350 d,Published Confirmed,0,26.136,,,0,14.9,5.3,-4.7,0,1.25,0.57,-0.24,0,1,0.2,-0.12,0,,,,
Kepler-407 b,Published Confirmed,0,0.66931,,,0,3.2,,,1,1.01,0.07,-0.07,0,1,0.06,-0.06,0,7.47,,,0
Kepler-407 c,Published Confirmed,0,3000,500,-500,0,4000,2000,-2000,0,1.01,0.07,-0.07,0,1,0.06,-0.06,0,7.47,,,0
Kepler-416 b,Published Confirmed,0,6.319,,,0,58.2,53.4,-39.5,0,1.07,,,0,1,,,0,,,,
Kepler-447 b,Published Confirmed,0,7.79430132,0.00000182,-0.00000182,0,435.41,152.55,-146.2,0,1.05,0.19,-0.19,0,1,0.21,-0.21,0,,,,
Kepler-84 b,Published Confirmed,0,8.726,,,0,40,13.7,-10.3,0,1.02,,,0,1,,,0,,,,
Kepler-84 c,Published Confirmed,0,12.883,,,0,20.2,13.5,-10.2,0,1.02,,,0,1,,,0,,,,
Kepler-93 b,Published Confirmed,0,4.72673978,0.00000097,-0.00000097,0,4.02,0.68,-0.68,0,0.92,0.05,-0.05,0,1,0.14,-0.12,0,,,,
Kepler-93 c,Published Confirmed,0,3650,,,-1,2701.555,,,-1,0.92,0.05,-0.05,0,1,0.14,-0.12,0,,,,
Kepler-96 b,Published Confirmed,0,16.2385,,,0,8.46,3.4,-3.4,0,1.02,0.09,-0.09,0,1,0.06,-0.06,0,2.34,,,0
NGTS-16 b,Published Confirmed,0,4.84532,0.00002,-0.00002,0,211.99155,49.89906,-40.99986,0,1.21,0.11,-0.11,0,1,0.03,-0.03,0,10.29,1.57,-1.48,0
OGLE-TR-10 b,Published Confirmed,0,3.101386,0.00003,-0.00003,0,181.1631,38.1396,-38.1396,0,1,0.1,-0.1,0,1,0.05,-0.05,0,,,,
TOI-564 b,Published Confirmed,0,1.651144,0.000018,-0.000018,0,464.98529,31.783,-30.51168,0,1.09,0.01,-0.01,0,1,0.07,-0.06,0,7.3,3.6,-3.5,0
WASP-129 b,Published Confirmed,0,5.748145,0.000004,-0.000004,0,317.83,31.783,-31.783,0,0.9,0.02,-0.02,0,1,0.03,-0.03,0,1,0.9,-0.9,0
WASP-148 b,Published Confirmed,0,8.80381,0.000043,-0.000043,0,92.48853,7.94575,-7.94575,0,1.03,0.2,-0.2,0,1,0.08,-0.08,0,,,,
WASP-148 c,Published Confirmed,0,34.516,0.029,-0.029,0,127.132,15.8915,-15.8915,0,1.03,0.2,-0.2,0,1,0.08,-0.08,0,,,,
WASP-25 b,Published Confirmed,0,3.764825,0.000005,-0.000005,0,184.3414,12.7132,-12.7132,0,0.92,0.04,-0.04,0,1,0.03,-0.03,0,,,,
WASP-25 b,Published Confirmed,0,3.7648327,0.0000009,-0.0000009,0,182.43442,13.34886,-13.34886,0,0.92,0.04,-0.04,0,1,0.03,-0.03,0,0.02,4,-0.01,0
