pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim
TOI-125 c,Published Confirmed,0,9.15059,0.0007,-0.00082,0,6.63,0.99,-0.99,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,6.8,4.4,-4.1,0
TOI-125 d,Published Confirmed,0,19.98,0.005,-0.0056,0,13.6,1.2,-1.2,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,6.8,4.4,-4.1,0
WASP-26 b,Published Confirmed,0,2.7566,0.00001,-0.00001,0,270.1555,73.1009,-73.1009,0,1.22,0.15,-0.15,0,0.86,0.34,-0.34,0,,,,
WASP-4 b,Published Confirmed,0,1.33823147,0.00000002,-0.00000002,0,376.94638,28.6047,-31.14734,0,0.89,0.03,-0.03,0,0.86,0.08,-0.09,0,7,,,0
55 Cnc e,Published Confirmed,0,0.737,,,0,7.74,0.37,-0.3,0,0.95,0.02,-0.02,0,0.87,0.05,-0.04,0,,,,
HATS-15 b,Published Confirmed,0,1.74748753,0.00000094,-0.00000094,0,689.6911,47.6745,-47.6745,0,0.92,0.03,-0.03,0,0.87,0.02,-0.02,0,11,1.4,-2,0
HD 136352 b,Published Confirmed,0,11.57797,0.00008,-0.00013,0,4.72,0.42,-0.42,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,12.3,1.2,-2.9,0
HD 136352 c,Published Confirmed,0,27.59221,0.00011,-0.00011,0,11.24,0.65,-0.63,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,12.3,1.2,-2.9,0
HD 136352 d,Published Confirmed,0,107.245,0.05,-0.05,0,8.82,0.93,-0.92,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,12.3,1.2,-2.9,0
K2-27 b,Published Confirmed,0,6.771315,0.000085,-0.000085,0,30.9,4.6,-4.6,0,0.89,0.04,-0.04,0,0.87,0.03,-0.02,0,10.3,3.3,-5.2,0
K2-32 b,Published Confirmed,0,8.99218,0.0002,-0.0002,0,21.1,5.9,-5.9,0,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,,,,
K2-32 c,Published Confirmed,0,20.65614,0.00598,-0.00598,0,8.1,,,1,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,,,,
K2-32 d,Published Confirmed,0,31.71922,0.00236,-0.00236,0,35,,,1,0.87,0.05,-0.05,0,0.87,0.04,-0.04,0,,,,
Kepler-184 c,Published Confirmed,0,20.303,,,0,8.8,7.4,-5.7,0,0.86,,,0,0.87,,,0,,,,
Kepler-37 b,Published Confirmed,0,13.36731,0.000071,-0.000071,0,3.1783,3.1783,-3.1783,0,0.79,0.03,-0.03,0,0.87,0.15,-0.15,0,,,,
Kepler-411 b,Published Confirmed,0,3.005156,0.000002,-0.000002,0,25.6,2.6,-2.6,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,0.212,0.031,-0.031,0
Kepler-411 c,Published Confirmed,0,7.834435,0.000002,-0.000002,0,26.4,5.9,-5.9,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,0.212,0.031,-0.031,0
Kepler-411 d,Published Confirmed,0,58.02035,0.00056,-0.00056,0,15.2,5.1,-5.1,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,0.212,0.031,-0.031,0
Kepler-411 e,Published Confirmed,0,31.509728,0.000085,-0.000085,0,10.8,1.1,-1.1,0,0.82,0.02,-0.02,0,0.87,0.04,-0.04,0,0.212,0.031,-0.031,0
Kepler-428 b,Published Confirmed,0,3.52563254,0.00000015,-0.00000015,0,406.8224,41.3179,-41.3179,0,0.8,0.02,-0.02,0,0.87,0.05,-0.05,0,5,4,-4,0
Kepler-428 b,Published Confirmed,0,3.52563254,0.00000015,-0.00000015,0,403.63,60.39,-60.39,0,0.8,0.02,-0.02,0,0.87,0.05,-0.05,0,5,4,-4,0
Lupus-TR-3 b,Published Confirmed,0,3.91405,0.00004,-0.00004,0,257.431,57.207,-57.207,0,0.82,0.05,,0,0.87,0.04,,0,,,,
TOI-216.01,Published Confirmed,0,34.556,0.014,-0.01,0,200,170,-100,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,,,,
TOI-216.02,Published Confirmed,0,17.089,0.011,-0.015,0,30,20,-14,0,0.84,0.04,-0.03,0,0.87,0.04,-0.03,0,,,,
WASP-160 B b,Published Confirmed,0,3.7684952,0.0000035,-0.0000035,0,88.35674,13.98452,-14.30235,0,0.87,0.03,-0.03,0,0.87,0.07,-0.07,0,9.75,2.28,-2.28,0
WASP-4 b,Published Confirmed,0,1.33823,0.0000022,-0.0000022,0,375.0394,152.5584,-152.5584,0,0.9,0.18,-0.18,0,0.87,0.53,-0.53,0,,,,
WASP-52 b,Published Confirmed,0,1.7497828,0.0000006,-0.0000006,0,146.2018,6.3566,-6.3566,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,,,,
WASP-52 b,Published Confirmed,0,1.7497798,0.0000012,-0.0000012,0,146.2,6.36,-6.36,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,0.4,0.3,-0.2,0
WASP-52 b,Published Confirmed,0,1.7497835,0.0000011,-0.0000011,0,145.88397,6.99226,-6.67443,0,0.79,0.02,-0.02,0,0.87,0.03,-0.03,0,10.7,1.9,-4.5,0
WASP-67 b,Published Confirmed,0,4.61442,0.00001,-0.00001,0,133.483,12.713,-12.713,0,0.87,0.04,,0,0.87,0.04,,0,,,,
WASP-67 b,Published Confirmed,0,4.6144109,0.0000027,-0.0000027,0,133.4886,11.12405,-11.12405,0,0.87,0.04,-0.04,0,0.87,0.04,-0.04,0,12.6,1,-4.2,0
CoRoT-18 b,Published Confirmed,0,1.90009,0.0000005,-0.0000005,0,1048.839,60.3877,-60.3877,0,0.88,0.03,-0.03,0,0.88,0.07,-0.07,0,0.032,0.003,-0.003,0
CoRoT-7 b,Published Confirmed,0,0.854,,,0,4.6,1.1,-1.2,0,0.84,0.01,-0.01,0,0.88,0.03,-0.03,0,,,,
CoRoT-7 b,Published Confirmed,0,0.853585,0.000024,-0.000024,0,6.99226,1.58915,-1.58915,0,0.96,0.15,-0.15,0,0.88,0.07,-0.07,0,,,,
CoRoT-8 b,Published Confirmed,0,6.21229,0.00003,-0.00003,0,69.92,9.53,-9.53,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,3,,,1
CoRoT-8 b,Published Confirmed,0,6.212381,0.000057,-0.000057,0,69.28694,10.48839,-13.03103,0,0.77,0.02,-0.02,0,0.88,0.04,-0.04,0,3,0,-3,0
CoRoT-8 b,Published Confirmed,0,6.21229,0.00003,-0.00003,0,68.65128,11.44188,-11.44188,0,0.9,0.09,-0.09,0,0.88,0.09,-0.09,0,,,,
HAT-P-11 b,Published Confirmed,0,4.88782,0.000007,-0.000007,0,28.6047,3.1783,-3.1783,0,0.77,0.03,-0.03,0,0.88,0.14,-0.14,0,,,,
HATS-2 b,Published Confirmed,0,1.354133,0.000001,-0.000001,0,486.2799,38.1396,-73.1009,0,0.9,0.02,-0.02,0,0.88,0.04,-0.04,0,9.7,2.9,-2.9,0
HATS-2 b,Published Confirmed,0,1.354133,0.000001,-0.000001,0,427.463,47.672,-47.672,0,0.9,0.02,-0.02,0,0.88,0.04,-0.04,0,9.7,2.9,-2.9,0
HD 3167 b,Published Confirmed,0,0.959632,0.000015,-0.000015,0,5.69,0.44,-0.44,0,0.83,0.03,-0.03,0,0.88,0.02,-0.02,0,5,4,-4,0
HD 3167 c,Published Confirmed,0,29.84622,0.00098,-0.00091,0,8.33,1.79,-1.85,0,0.83,0.03,-0.03,0,0.88,0.02,-0.02,0,5,4,-4,0
K2-111 b,Published Confirmed,0,5.35117,0.00055,-0.00055,0,8.6,3.9,-3.9,0,1.23,0.1,-0.1,0,0.88,0.02,-0.02,0,10.77,1.45,-1.45,0
K2-263 b,Published Confirmed,0,50.818947,0.000094,-0.000094,0,14.8,3.1,-3.1,0,0.85,0.02,-0.02,0,0.88,0.03,-0.03,0,7,4,-4,0
Kepler-18 c,Published Confirmed,0,7.642,,,0,18.4,2.7,-1.9,0,1.05,,,0,0.88,,,0,,,,
Kepler-18 d,Published Confirmed,0,14.859,,,0,15.7,2,-1.4,0,1.05,,,0,0.88,,,0,,,,
Kepler-226 b,Published Confirmed,0,3.941,,,0,24,11.8,-10.1,0,0.81,,,0,0.88,,,0,,,,
Kepler-226 c,Published Confirmed,0,5.35,,,0,45.2,22.5,-19.1,0,0.81,,,0,0.88,,,0,,,,
Kepler-244 d,Published Confirmed,0,20.051,,,0,15.2,20,-13,0,0.8,,,0,0.88,,,0,,,,
Kepler-339 c,Published Confirmed,0,6.988,,,0,7.3,7.8,-6.2,0,0.81,,,0,0.88,,,0,,,,
Kepler-339 d,Published Confirmed,0,10.558,,,0,14.7,14.1,-10,0,0.81,,,0,0.88,,,0,,,,
Kepler-48 b,Published Confirmed,0,4.778,,,0,3.94,2.1,-2.1,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.14,,,0
Kepler-48 c,Published Confirmed,0,9.67395,,,0,14.61,2.3,-2.3,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.14,,,0
Kepler-48 d,Published Confirmed,0,42.8961,,,0,7.93,4.6,-4.6,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.14,,,0
Kepler-48 e,Published Confirmed,0,982,8,-8,0,657,25,-25,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,3.14,,,0
Kepler-57 b,Published Confirmed,0,5.729,,,0,118.1,24.1,-25.5,0,0.79,,,0,0.88,,,0,,,,
Kepler-57 c,Published Confirmed,0,11.609,,,0,7.4,9.4,-6.3,0,0.79,,,0,0.88,,,0,,,,
Kepler-75 b,Published Confirmed,0,8.884924,0.000002,-0.000002,0,3146.4,158.9,-158.9,0,0.88,0.04,-0.04,0,0.88,0.06,-0.06,0,6,3,-3,0
TOI-942 b,Published Confirmed,0,4.3263,0.0011,-0.0011,0,16,,,1,0.89,0.07,-0.05,0,0.88,0.04,-0.04,0,0.05,0.03,-0.02,0
TOI-942 c,Published Confirmed,0,10.1605,0.0056,-0.0053,0,37,,,1,0.89,0.07,-0.05,0,0.88,0.04,-0.04,0,0.05,0.03,-0.02,0
TrES-1 b,Published Confirmed,0,3.030065,0.000008,-0.000008,0,238.36,22.25,-22.25,0,0.85,0.1,-0.05,0,0.88,0.07,-0.07,0,,,,
TrES-1 b,Published Confirmed,0,3.030065,,,0,238.998,14.937,-14.62,0,0.81,0.02,-0.02,0,0.88,0.04,-0.04,0,3.7,3.4,-2.8,0
TrES-1 b,Published Confirmed,0,3.03006973,0.00000018,-0.00000018,0,221.52751,8.89924,-8.58141,0,0.81,0.02,-0.02,0,0.88,0.04,-0.04,0,3.7,3.4,-2.8,0
WASP-177 b,Published Confirmed,0,3.071722,0.000001,-0.000001,0,161.45764,12.07754,-12.07754,0,0.89,0.05,-0.05,0,0.88,0.04,-0.04,0,9.7,3.9,-3.9,0
WASP-42 b,Published Confirmed,0,4.9816872,0.0000073,-0.0000073,0,159.23283,10.80622,-10.80622,0,0.85,0.04,-0.04,0,0.88,0.09,-0.08,0,11.3,1.5,-4.8,0
WASP-42 b,Published Confirmed,0,4.9816872,0.0000073,-0.0000073,0,158.908,11.124,-11.124,0,0.86,0.04,,0,0.88,0.09,,0,,,,
WASP-6 b,Published Confirmed,0,3.361006,0.0000022,-0.0000035,0,160,6,-12,0,0.87,0.04,,0,0.88,0.08,,0,,,,
WASP-6 b,Published Confirmed,0,3.36100239,0.00000037,-0.00000037,0,153.51189,8.26358,-9.5349,0,0.87,0.03,-0.04,0,0.88,0.05,-0.08,0,11,3,-7,0
XO-1 b,Published Confirmed,0,3.94153,0.000027,-0.000027,0,263.7989,41.3179,-41.3179,0,0.88,0.05,-0.05,0,0.88,0.19,-0.19,0,,,,
XO-5 b,Published Confirmed,0,4.187757,0.000011,-0.000011,0,336.568,8.899,-8.899,0,1.08,0.04,,0,0.88,0.03,,0,,,,
XO-5 b,Published Confirmed,0,4.18775581,0.00000058,-0.00000058,0,332.45018,10.48839,-10.48839,0,1.08,0.04,-0.04,0,0.88,0.03,-0.03,0,7,7,-7,0
CoRoT-10 b,Published Confirmed,0,13.2406,0.0002,-0.0002,0,874,50.85,-50.85,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,3,,,1
CoRoT-10 b,Published Confirmed,0,13.2406,0.0002,-0.0002,0,867.6759,44.4962,-44.4962,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,3,0,-3,0
CoRoT-8 b,Published Confirmed,0,6.212445,0.000007,-0.000007,0,69.28694,10.80622,-10.80622,0,0.8,0.01,-0.01,0,0.89,0.04,-0.04,0,1.7,2.3,-1.4,0
HAT-P-38 b,Published Confirmed,0,4.640382,0.000032,-0.000032,0,84.86061,6.3566,-6.3566,0,0.92,0.1,-0.07,0,0.89,0.04,-0.04,0,10.1,3.9,-4.8,0
HAT-P-38 b,Published Confirmed,0,4.640382,0.000032,-0.000032,0,84.857,6.356,-6.356,0,0.92,0.1,,0,0.89,0.04,,0,,,,
HAT-P-52 b,Published Confirmed,0,2.7535953,0.0000094,-0.0000094,0,259.98494,9.21707,-9.21707,0,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0,9.4,4.1,-4.1,0
HAT-P-52 b,Published Confirmed,0,2.7535953,0.0000094,-0.0000094,0,259.66711,13.03103,-12.39537,0,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0,9.4,4.1,-4.1,0
HATS-38 b,Published Confirmed,0,4.375021,0.00001,-0.00001,0,23.51942,3.49613,-3.49613,0,1.1,0.02,-0.02,0,0.89,0.02,-0.01,0,11.89,0.6,-0.6,0
HATS-69 b,Published Confirmed,0,2.2252577,0.0000019,-0.0000019,0,183.38791,,,0,0.88,0.01,-0.01,0,0.89,0.01,-0.02,0,8,1.8,-1.3,0
K2-27 b,Published Confirmed,0,6.77145,0.00013,-0.00013,0,29.1,7.5,-7.4,0,0.85,0.06,-0.06,0,0.89,0.05,-0.05,0,,,,
KPS-1 b,Published Confirmed,0,1.706291,0.000059,-0.000059,0,346.4347,27.33338,-27.65121,0,0.91,0.09,-0.08,0,0.89,0.09,-0.1,0,,,,
Kepler-35 b,Published Confirmed,0,131.458,0.077,-0.105,0,40.363,6.356,-6.356,0,1.03,0,0,0,0.89,0.01,-0.01,0,,,,
Kepler-414 b,Published Confirmed,0,4.7,,,0,3.5,3.4,-2.9,0,0.95,,,0,0.89,,,0,,,,
Kepler-414 c,Published Confirmed,0,7.171,,,0,29.9,12.4,-10.5,0,0.95,,,0,0.89,,,0,,,,
Kepler-48 b,Published Confirmed,0,4.7779803,0.000014,-0.000014,0,1887.83,,,1,0.89,,,0,0.89,,,0,,,,
Kepler-48 c,Published Confirmed,0,9.6739283,0.00002,-0.00002,0,3689.85,,,1,0.89,,,0,0.89,,,0,,,,
Kepler-538 b,Published Confirmed,0,81.73778,0.00013,-0.00013,0,10.6,2.5,-2.4,0,0.87,0.01,-0.01,0,0.89,0.05,-0.04,0,5.3,2.4,-3,0
NGTS-8 b,Published Confirmed,0,2.4997,0.00001,-0.00001,0,295.5819,12.7132,-9.5349,0,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0,12.48,3.23,-3.68,0
TrES-1 b,Published Confirmed,0,3.0300728,0.0000006,-0.0000006,0,241.86863,16.20933,-16.20933,0,0.82,0.02,-0.02,0,0.89,0.05,-0.05,0,3.4,3.9,-4.2,0
TrES-5 b,Published Confirmed,0,1.4822446,0.0000007,-0.0000007,0,565.078,20.022,-20.022,0,0.87,0.01,,0,0.89,0.02,,0,,,,
TrES-5 b,Published Confirmed,0,1.4822446,0.0000007,-0.0000007,0,568.9157,22.56593,-22.2481,0,0.87,0.01,-0.01,0,0.89,0.02,-0.02,0,7.4,1.9,-1.9,0
WASP-105 b,Published Confirmed,0,7.87288,0.00001,-0.00001,0,572.094,31.783,-31.783,0,0.9,0.03,-0.03,0,0.89,0.09,-0.09,0,,,,
WASP-2 b,Published Confirmed,0,2.15226,0.000004,-0.000004,0,290.484,29.239,-29.239,0,0.84,0.06,-0.06,0,0.89,0.12,-0.12,0,,,,
WASP-2 b,Published Confirmed,0,2.152226,,,0,290.802,28.603,-29.557,0,0.84,0.06,-0.07,0,0.89,0.12,-0.12,0,5.6,8.4,-5.6,0
WASP-2 b,Published Confirmed,0,2.15222163,0.00000042,-0.00000042,0,293.99275,25.74423,-27.96904,0,0.84,0.06,-0.07,0,0.89,0.12,-0.12,0,7,7,-7,0
WASP-4 b,Published Confirmed,0,1.33823162,0.00000007,-0.00000007,0,371.8611,4.76745,-4.76745,0,0.92,0.06,-0.06,0,0.89,0.01,-0.01,0,7,2.9,-2.9,0
WASP-4 b,Published Confirmed,0,1.33823251,0.00000031,-0.00000031,0,386.48128,4.13179,-4.13179,0,0.92,0.06,-0.06,0,0.89,0.01,-0.01,0,7,2.9,-2.9,0
WASP-50 b,Published Confirmed,0,1.9551,0.000005,-0.000005,0,466.8287,29.24036,-29.24036,0,0.84,0.03,-0.03,0,0.89,0.08,-0.07,0,,,,
WASP-50 b,Published Confirmed,0,1.9550938,0.0000013,-0.0000013,0,464.0318,27.65121,-27.65121,0,0.84,0.03,-0.03,0,0.89,0.08,-0.07,0,7,3.5,-3.5,0
WASP-50 b,Published Confirmed,0,1.9550959,0.0000051,-0.0000051,0,466.555,28.921,-27.332,0,0.84,0.03,,0,0.89,0.08,,0,,,,
WASP-57 b,Published Confirmed,0,2.83891856,0.00000081,-0.00000081,0,204.36469,17.79848,-17.16282,0,0.93,0.03,-0.03,0,0.89,0.06,-0.06,0,7,7,-7,0
WASP-57 b,Published Confirmed,0,2.83891856,0.00000081,-0.00000081,0,204.68252,19.70546,-19.70546,0,0.93,0.03,-0.03,0,0.89,0.07,-0.07,0,,,,
55 Cnc b,Published Confirmed,0,14.465314,0.0009,-0.00095,0,266.966,41.634,-9.852,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
55 Cnc c,Published Confirmed,0,44.373,0.02,-0.018,0,56.6985,8.74,-2.479,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
55 Cnc d,Published Confirmed,0,4867,25,-26,0,1226.77,190.69,-47.67,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
55 Cnc e,Published Confirmed,0,0.736546,0.000003,-0.000003,0,8.37,0.38,-0.38,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
55 Cnc e,Published Confirmed,0,0.7365478,0.0000016,-0.0000012,0,8.09479,0.26061,-0.25743,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
55 Cnc e,Published Confirmed,0,0.736539,0.000007,-0.000007,0,8.08,0.31,-0.31,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
55 Cnc f,Published Confirmed,0,260.91,0.36,-0.36,0,47.0051,6.9602,-2.9557,0,0.96,0.08,-0.05,0,0.9,0.14,-0.09,0,,,,
CoRoT-7 b,Published Confirmed,0,0.853585,0.000024,-0.000024,0,4.8,0.8,-0.8,0,0.86,0.05,-0.04,0,0.9,0.12,-0.1,0,,,,
CoRoT-7 b,Published Confirmed,0,0.85359165,0.00000005,-0.00000005,0,4.73,0.95,-0.95,0,0.86,0.05,-0.04,0,0.9,0.12,-0.1,0,,,,
CoRoT-7 c,Published Confirmed,0,3.698,0.003,-0.003,0,8.4,0.9,-0.9,0,0.86,0.05,-0.04,0,0.9,0.12,-0.1,0,,,,
CoRoT-7 c,Published Confirmed,0,3.7,0.02,-0.02,0,13.56,1.08,-1.08,0,0.86,0.05,-0.04,0,0.9,0.12,-0.1,0,,,,
EPIC 220674823 b,Published Confirmed,0,0.571,,,0,7.72,0.8,-0.79,0,0.98,0.02,-0.02,0,0.9,0.06,-0.05,0,,,,
HAT-P-3 b,Published Confirmed,0,2.899736,0.000002,-0.000002,0,185.61272,8.89924,-8.89924,0,0.87,0.02,-0.02,0,0.9,0.06,-0.06,0,7.5,5.5,-4.7,0
HATS-62 b,Published Confirmed,0,3.2768837,0.0000033,-0.0000033,0,56.89157,,,0,0.93,0.02,-0.01,0,0.9,0.01,-0.01,0,9.55,0.99,-1.55,0
HD 15337 b,Published Confirmed,0,4.75615,0.00017,-0.00017,0,7.51,1.09,-1.01,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,5.1,0.8,-0.8,0
HD 15337 c,Published Confirmed,0,17.1784,0.0016,-0.0016,0,8.11,1.82,-1.69,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,5.1,0.8,-0.8,0
K2-30 b,Published Confirmed,0,4.098503,0.000011,-0.000011,0,184.02357,8.89924,-8.58141,0,0.84,0.03,-0.03,0,0.9,0.04,-0.04,0,3.9,2.1,-1.9,0
K2-329 b,Published Confirmed,0,12.4551225,0.0000031,-0.0000031,0,82.6358,6.3566,-6.99226,0,0.82,0.03,-0.02,0,0.9,0.05,-0.05,0,1.8,2.2,-1.3,0
KOI-1831 d,Published Confirmed,0,34.169,,,0,2.23,0.5,-0.84,0,0.83,0.02,-0.02,0,0.9,0.02,-0.03,0,,,,
Kepler-10 b,Published Confirmed,0,0.837495,0.000004,-0.000005,0,4.56,1.17,-1.29,0,1.06,0.02,-0.02,0,0.9,0.06,-0.06,0,11.9,4.5,-4.5,0
Kepler-10 c,Published Confirmed,0,45.29485,0.00065,-0.00076,0,20,,,1,1.06,0.02,-0.02,0,0.9,0.06,-0.06,0,11.9,4.5,-4.5,0
Kepler-417 b,Published Confirmed,0,12.331,,,0,11,9.3,-7.9,0,0.81,,,0,0.9,,,0,,,,
Kepler-46 b,Published Confirmed,0,33.648,0.004,-0.005,0,281.27955,118.86842,-109.01569,0,0.94,0.04,-0.04,0,0.9,0.04,-0.04,0,9.7,3.7,-3.5,0
Kepler-46 b,Published Confirmed,0,33.60134,0.00021,-0.0002,0,1907,,,1,0.94,0.04,-0.04,0,0.9,0.04,-0.04,0,9.7,3.7,-3.5,0
Kepler-46 c,Published Confirmed,0,57.011,0.051,-0.061,0,119.499,6.674,-6.039,0,0.94,0.04,-0.04,0,0.9,0.04,-0.04,0,9.7,3.7,-3.5,0
Kepler-46 c,Published Confirmed,0,57.325,0.116,-0.098,0,115.05446,5.08528,-5.08528,0,0.94,0.04,-0.04,0,0.9,0.04,-0.04,0,9.7,3.7,-3.5,0
NGTS-14 A b,Published Confirmed,0,3.5357173,0.0000069,-0.0000069,0,29.24036,3.81396,-3.81396,0,0.84,0.01,-0.01,0,0.9,0.04,-0.04,0,5.9,3,-3.4,0
Qatar-4 b,Published Confirmed,0,1.8053564,,,0,1938.763,171.6282,-171.6282,0,0.85,0.06,-0.06,0,0.9,0.05,-0.05,0,0.17,0.01,-0.01,0
TrES-3 b,Published Confirmed,0,1.30619,0.00001,-0.00001,0,610.2336,73.1009,-73.1009,0,0.8,0.05,-0.05,0,0.9,0.15,-0.15,0,,,,
TrES-5 b,Published Confirmed,0,1.48224686,0.00000614,-0.00000614,0,568.9157,21.61244,-21.61244,0,0.87,0.01,-0.01,0,0.9,0.03,-0.03,0,,,,
WASP-140 b,Published Confirmed,0,2.2359835,0.0000008,-0.0000008,0,775.5052,22.2481,-22.2481,0,0.87,0.04,-0.04,0,0.9,0.04,-0.04,0,0.5,,,-1
WASP-19 b,Published Confirmed,0,0.78883942,0.00000033,-0.00000033,0,354.06262,12.7132,-12.7132,0,1,0.02,-0.02,0,0.9,0.04,-0.04,0,11.5,2.8,-2.7,0
WASP-19 b,Published Confirmed,0,0.78883899,0.00000004,-0.00000004,0,339.76027,12.07754,-11.75971,0,1,0.02,-0.02,0,0.9,0.04,-0.04,0,,,,
WASP-2 b,Published Confirmed,0,2.152175,0.000012,-0.000011,0,295.89973,19.0698,-18.43414,0,0.87,0.03,-0.03,0,0.9,0.08,-0.07,0,,,,
WASP-45 b,Published Confirmed,0,3.126096,0.0000049,-0.0000049,0,318.46566,19.70546,-19.70546,0,0.92,0.02,-0.02,0,0.9,0.07,-0.07,0,7.2,8.9,-9.1,0
55 Cnc e,Published Confirmed,0,0.7365437,0.0000052,-0.0000052,0,7.81,0.58,-0.53,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,,,,
55 Cnc e,Published Confirmed,0,0.7365474,0.0000013,-0.0000014,0,7.99,0.32,-0.33,0,0.94,0.01,-0.01,0,0.91,0.01,-0.01,0,,,,
CoRoT-24 b,Published Confirmed,0,5.1134,0.0006,-0.0006,0,5.7,,,1,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,11,,,0
CoRoT-24 c,Published Confirmed,0,11.759,0.0063,-0.0063,0,28,11,-11,0,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,11,,,0
CoRoT-7 b,Published Confirmed,0,0.85359159,0.00000057,-0.00000057,0,5.74,0.86,-0.86,0,0.82,0.02,-0.02,0,0.91,0.02,-0.02,0,1.32,0.75,-0.75,0
HD 136352 b,Published Confirmed,0,11.57779,0.00091,-0.0011,0,4.62,0.45,-0.44,0,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,8.2,3.2,-3.1,0
HD 136352 c,Published Confirmed,0,27.5909,0.0028,-0.0031,0,11.29,0.73,-0.69,0,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,8.2,3.2,-3.1,0
K2-31 b,Published Confirmed,0,1.25785,0.000002,-0.000002,0,563.83042,25.10857,-25.10857,0,0.78,0.07,-0.07,0,0.91,0.06,-0.06,0,,,,
Kepler-10 b,Published Confirmed,0,0.837491,0.000002,-0.000002,0,4.60853,1.27132,-1.46202,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,,,,
Kepler-10 b,Published Confirmed,0,0.837,,,0,3.57,0.51,-0.53,0,1.07,0.02,-0.01,0,0.91,0.05,-0.04,0,,,,
Kepler-10 b,Published Confirmed,0,0.8374912,0.0000003,-0.0000003,0,4.6,1.26,-1.26,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,10.41,1.36,-1.36,0
Kepler-10 b,Published Confirmed,0,0.8374907,0.0000002,-0.0000002,0,3.33,0.49,-0.49,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,10.6,1.5,-1.3,0
Kepler-10 b,Published Confirmed,0,0.8374907,0.0000002,-0.0000002,0,3.72,0.42,-0.42,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,10.6,1.4,-1.4,0
Kepler-10 c,Published Confirmed,0,45.294301,0.000048,-0.000048,0,13.98,1.79,-1.79,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,10.6,1.4,-1.4,0
Kepler-10 c,Published Confirmed,0,45.294301,0.000048,-0.000048,0,17.2,1.9,-1.9,0,1.06,0.01,-0.01,0,0.91,0.02,-0.02,0,10.6,1.5,-1.3,0
Kepler-20 b,Published Confirmed,0,3.6961219,0.0000043,-0.0000064,0,8.7,2.1,-2.2,0,0.94,0.06,-0.1,0,0.91,0.03,-0.03,-1,8.8,4.7,-2.7,1
Kepler-20 c,Published Confirmed,0,10.854092,0.000013,-0.000013,0,16.1,3.3,-3.7,0,0.94,0.06,-0.1,0,0.91,0.03,-0.03,-1,8.8,4.7,-2.7,1
Kepler-20 d,Published Confirmed,0,77.61184,0.00015,-0.00037,0,20.1,,,1,0.94,0.06,-0.1,0,0.91,0.03,-0.03,-1,8.8,4.7,-2.7,1
