,period,ecc,Tper,omega,Omega,inclination,mass
0,293.0,0.0167,100.0,1.7959438003021653,0.0,1.0471975511965976,3e-06
1,4327.0,0.0484,500.0,-1.4957471689591395,1.7523105690023069,1.0699565511965976,0.000955
