,period,ecc,Tper,omega,Omega,inclination,mass
0,365.0,0.0167,100.0,1.7959438003021653,0.0,0.7853981633974483,3e-06
1,4327.0,0.0484,500.0,-1.4957471689591395,1.7523105690023069,0.8081571633974483,0.000955
