,times_rv_observed,rv_observed,rv_err_observed,times_rv_orbit,rv_orbit,rv_orbit_sum,times_astrometry_observed,ra_observed,dec_observed,ra_err_observed,dec_err_observed,times_astrometry_orbit,ra_orbit,ra_orbit_sum,dec_orbit,dec_orbit_sum
19,3319,-7.053017853949423,0.3,3306.838783878388,[ 0.05753503 -7.22542512],-7.167890081462777,684,0.00018150600161631714,0.00021239416896397793,6e-05,6e-05,6.772277227722772,[ 3.33380931e-08 -2.60551879e-04],-0.0002605185411219501,[2.96386105e-07 3.03138747e-04],0.0003034351331718534
20,3320,-7.490942556349721,0.3,3307.198719871987,[ 0.05737392 -7.22806366],-7.170689741066311,720,0.00023731329560524106,0.0002677658198111744,6e-05,6e-05,7.128712871287128,[ 3.46176105e-08 -2.60326844e-04],-0.00026029222611067914,[2.96061508e-07 3.03214099e-04],0.0003035101608630408
21,3321,-7.608563674665469,0.3,3307.5586558655864,[ 0.05721053 -7.23070055],-7.1734900180672,756,0.00021322723363210904,0.0002040840045862574,6e-05,6e-05,7.485148514851485,[ 3.58958275e-08 -2.60101731e-04],-0.0002600658346847966,[2.95725790e-07 3.03289361e-04],0.0003035850869151028
22,3322,-7.186430710160505,0.3,3307.918591859186,[ 0.05704487 -7.23333578],-7.176290906651083,792,0.0003076339287751375,0.000340931029800952,6e-05,6e-05,7.841584158415841,[ 3.71726957e-08 -2.59876540e-04],-0.0002598393669556645,[2.95378960e-07 3.03364532e-04],0.00030365991130979815
23,3323,-7.725859707700076,0.3,3308.2785278527854,[ 0.05687695 -7.23596935],-7.179092400905879,828,0.00039225201327058667,0.0002944132452669496,6e-05,6e-05,8.198019801980198,[ 3.84481668e-08 -2.59651271e-04],-0.0002596128230346575,[2.95021027e-07 3.03439613e-04],0.00030373463402933484
24,3324,-7.191603843012349,0.3,3308.6384638463846,[ 0.05670676 -7.23860126],-7.181894494821801,864,0.0003448698352542924,0.00017443135058407892,6e-05,6e-05,8.554455445544555,[ 3.97221922e-08 -2.59425925e-04],-0.00025938620303315904,[2.94652003e-07 3.03514603e-04],0.00030380925505637163
25,3325,-7.663559655791811,0.3,3308.998399839984,[ 0.05653432 -7.24123151],-7.18469718229136,900,0.00018317990705138702,0.0002948280287147802,6e-05,6e-05,8.91089108910891,[ 4.09947238e-08 -2.59200502e-04],-0.0002591595070625619,[2.94271897e-07 3.03589502e-04],0.0003038837743740168
26,3326,-7.168162225710487,0.3,3309.358335833583,[ 0.05635963 -7.24386009],-7.1875004571093175,936,0.0004538373120326083,0.00013088487870002046,6e-05,6e-05,9.267326732673267,[ 4.22657130e-08 -2.58975001e-04],-0.0002589327352342631,[2.93880719e-07 3.03664311e-04],0.00030395819196582947
27,3327,-7.070016298100349,0.3,3309.718271827183,[ 0.0561827  -7.24648701],-7.190304312972764,972,0.0003538746640205008,0.00019036651147390763,6e-05,6e-05,9.623762376237623,[ 4.35351117e-08 -2.58749423e-04],-0.0002587058876596658,[2.93478483e-07 3.03739029e-04],0.0003040325078158185
28,3328,-7.4005505365846185,0.3,3310.078207820782,[ 0.05600353 -7.24911227],-7.193108743481054,1008,0.0003826661654047408,0.0001229765095961801,6e-05,6e-05,9.98019801980198,[ 4.48028715e-08 -2.58523767e-04],-0.0002584789644501741,[2.93065198e-07 3.03813657e-04],0.0003041067219084444
